texto,url-post
"Photo by @adoroamisprimitos on January 22, 2021. La imagen puede contener: 2 personas, texto que dice ""EI señor de la izquierda era un cómico muy inteligente que aparentaba ser sonso para hacernos reír, el de la derecha es sonso que aparenta ser inteligente, bueno pero también nos hace reír Boistandiar EC"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.100.824.824a/s640x640/140775066_841314126430208_3406402406851416057_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=xktr8RTFld0AX9q7jD8&tp=1&oh=d5af672a2a9dc5831428b789dc7759c1&oe=6037A40E
"Photo shared by UPENIN-Negocios e Inversiones on January 22, 2021 tagging @gustavolarreac_si. La imagen puede contener: 1 persona, texto que dice ""UPENIN NEGOCIOSE NVERSIONE ECUADOR DEBATE 2021 Gustavo Larrea Candidato por Democracia Sí Lista 20 f UPENIN Negocios e Inversiones @upenin.ecu +593 98 464"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141313722_227536002193079_7763356064115025750_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=upKTZan9NIQAX-XFonI&tp=1&oh=4978c2cf466719ec845e150aae21efcf&oe=60365696
"😞😀😔🙄
#ecuador #quito #guayaquil #debatepresidencial #elecciones2021ec #stopmotion #bobesponja #incapaces #fotografia",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c0.186.480.480a/141431515_708125893192385_7929937360353713184_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AG4wEC3q7ksAX9PI_y1&tp=1&oh=797dd1d616798d5238f025cdc3c304e7&oe=60104ACA
"Photo shared by Talkealo. © on January 22, 2021 tagging @jaredob_10, @angiemtz.28, and @eltuki16. La imagen puede contener: 3 personas, texto que dice ""+ ADMINISTRADORES Jared @JAREDOB_10 Angie @ANGIEMTZ.28 Juan @ELTUKI16"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141705767_2799954826959223_8701456620956913295_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Aeamtw8uEF0AX8AeBXQ&tp=1&oh=a3ac83166704b8e8bbddc09f243cd7f7&oe=6035F7C8
"Photo by Jorge Cevallos on January 21, 2021. La imagen puede contener: 1 persona.",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140538912_1732143443612298_4364717236925553378_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=VQu0fpZWh5AAX_iG6Ro&tp=1&oh=bb3e1c5c9c6f2ccf9fb5b1d035fe4e95&oe=6039C722
"Photo by Jorge Cevallos on January 21, 2021. La imagen puede contener: una o varias personas.",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140435408_438688720607677_6914729466912191194_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=eVJprXIa0cQAX982oca&tp=1&oh=dd9af3d7c48b17158867274ba9f45455&oe=60364770
"Photo by Jorge Cevallos on January 21, 2021. La imagen puede contener: una o varias personas.",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140311756_3431068550326638_3896284213845040893_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=EDjf3mtqfRAAX8uqHSn&tp=1&oh=d72b51a8f501a5fa7207ecb36c3c7c54&oe=60377EC2
"Photo by @adoroamisprimitos on January 21, 2021. La imagen puede contener: texto que dice ""VOYA VOLVERA VOTAR SOLO CUANDO SE POSTULEN LAS MUJERES DE MIS AMIGOS... ESAS SI QUE SABEN GOBERNAR..."".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c59.0.600.600a/140813194_3952947841406185_3960012670094659449_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=vih7jcExLbkAX_G7Yzt&tp=1&oh=98177d6f3446b59162dcd99cdec58fe1&oe=6035EE2F
#debatepresidencial #debatepresidencial2021 #Ecuador #ecuador🇪🇨 #candidatospresidenciales #candidatospresidencialesec #CNE #eleccionpresidencial #elecciones2021ec #elecciones2021,https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c56.0.368.368a/141452723_2468869126756335_5993799212989044937_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=EGrGWW0HyGgAX_hn1pP&tp=1&oh=bd5bcb3b3f63b63ebe796eae2c8b350e&oe=601096F4
"Photo shared by UPENIN-Negocios e Inversiones on January 21, 2021 tagging @luciogutierrez3. La imagen puede contener: 1 persona, texto que dice ""UPENIN NEGOCIOS NVERSIONE ECUADOR DEBATE 2021 Lucio Gutiérrez Candidato del Partido Sociedad Patriótica Lista 3 f UPENIN Negocios e Inversiones @upenin.ecu � +593 98 464"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140375835_1466484336855250_5985225965873460062_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=ycd3g7H19zEAX8cyp2O&tp=1&oh=9badec99a8d3fd6cde393ed441deab41&oe=6037F294
"Photo shared by UPENIN-Negocios e Inversiones on January 21, 2021 tagging @pjfreile. La imagen puede contener: 1 persona, texto que dice ""UPENIN NEGOCIOS NEGOCIOSEINVERSIONES EINVERSIONES ECUADOR DEBATE 2021 Pedro José Freile Candidato del Movimiento Amigo Lista 16 f UPENIN Negocios e Inversiones @upenin.ecu L +593 98 464"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140338494_332246574622097_6665371329838628016_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=amRYp9DGQIAAX8tvDLP&tp=1&oh=92577fdfa52d38d01ea01fe37498b109&oe=60363F34
"Photo by MEME LANDIA on January 21, 2021. La imagen puede contener: 1 persona, de pie, texto que dice ""SI HAY VACUNAS EU"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/140946848_888560588571477_3851967820390753528_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=JDQQ-8yDRTEAX8hfoas&tp=1&oh=a5c10538cc06839788c6756ed850c0cc&oe=60382BA5
"Debate 2021

Cualquier parecido con la realidad es pura coincidencia.
En febrero vota con el corazón ,las páncreas el hígado ,y la mano 🤔🤔 tu vota nomas . 
.
.
.
#ecuadoronline #politica #comedia #voto #debatepresidencial #paz #alegria #sonrie .
.
.
@orlando.qm 
.
@angelicaarriciaga 
.
@candelario_willywilly 
.
@omarlaplaya 
.
................................#fin",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.280.720.720a/s640x640/140375753_1089244374832177_4142495705188066863_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=ocXtCVEi9PUAX9VIzOg&tp=1&oh=9dcea6a1915b9f92fd476f88a5a6bbe6&oe=6010E013
"Photo by @adoroamisprimitos on January 21, 2021. La imagen puede contener: 2 personas, texto que dice ""Fernando Villavicencio Esto es una afrenta al país, un desafío a la autoridad @CNEVice @cnegobec @CNEManabi El prefecto de Manabí, con recursos públicos en abierta campaña electoral a favor de los candidatos de la delincuencia organizada @ecuarauz votatodo MAN‘ABÍ ettaser Manaρί 1 07800"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.8.720.720a/s640x640/140317859_821132328742164_1838740241794650333_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Km4eO1AztawAX94CmWr&tp=1&oh=ebcaf277321445658a511433738ec98a&oe=603601A1
"#ECUADOR – 2DO DEBATE PRESIDENCIAL🇪🇨
-
El 10 de enero se desarrolló en el Teatro de la Casa de la Cultura Ecuatoriana por segunda noche consecutiva el Debate Presidencial 2021.
-
Desde Civiskratos te contamos lo más resaltante de esta segunda noche de Debates y quiénes participan por la Presidencia de Ecuador.
-
Los candidatos que presentaron sus propuestas en el segundo día de Debate fueron:
✅Juan Fernando Velasco, candidato por el “Movimiento Construye Ecuador (MC25)” anteriormente llamado “Ruptura 25 (R25)”.
✅Pedro José Freile, candidato por el “Movimiento AMIGO 16”.
✅Guillermo Celi, candidato por el “Movimiento SUMA”.
✅Xavier Hervas, candidato por el partido “Izquierda Democrática 12”.
✅César Montúfar, candidato por el “Movimiento Concertación”, anteriormente llamado “Concertación Nacional Democrática”.
✅Gerson Almeida, candidato por el “Movimiento Ecuatoriano Unido”.
✅Lucio Gutiérrez, candidato por el partido “Sociedad Patriótica”.
-
Durante su intervención los candidatos explicaron sus propuestas con las siguientes temáticas: Salud y pandemia; Economía y empleo; Seguridad ciudadana; y Corrupción.
-
Los candidatos plantearon propuestas como, la reducción de los poderes del Estado a tres (Ejecutivo, Legislativo y Judicial); también la generación de riquezas, según lo cual se lograría al trabajar la explotación racional de los recursos, el desarrollo y el emprendimiento.
-
Asimismo, no se podía dejar por fuera los temas como, reactivación de la economía, generación de empleo para los jóvenes ecuatorianos, el empoderamiento económico de la mujer y la defensa de la dolarización en el país.
-
🤔Déjanos saber en los comentarios⬇️⬇️
-
¿Qué piensas de las propuestas de los candidatos a la presidencia de Ecuador tras este segundo debate?
-
#ecuador🇪🇨 
#debatepresidencial 
#elecciones2021 
#ecuadordebate2021",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140497254_3429799150476406_6255746333387376044_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=I41eYiQ0Ht4AX8WkVqp&tp=1&oh=430f68109e30890b4c75ac567e13eecf&oe=6010C68C
"Photo by @adoroamisprimitos on January 21, 2021. La imagen puede contener: texto que dice ""Hoy a las 21:21 pm hay que tomar una buena copa de vino, del bueno pues en ese momento serán as 21 horas con 21 minutos del día 21 en el año 21y en el siglo 21. laT enel iSalud para todos!"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c2.0.1072.1072a/s640x640/140742859_1851347995041653_3891379209256254200_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=bkXjpoFQALkAX8XGTSE&tp=1&oh=6e8230f4b711d2c05bf092f2a2adee96&oe=6036999D
"Photo by @adoroamisprimitos on January 21, 2021. La imagen puede contener: 3 personas, meme, texto que dice ""Ya no podemos ser amigos Por qué?! Vas a votar por Arauz eso es malo para mi vida"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c5.0.710.710a/s640x640/140434070_400332664374924_2482451808683013932_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=WaNcQ0O-3fYAX8SDIEi&tp=1&oh=ad47ea0a33db70bcaf1332f94c7d3472&oe=6038D2D8
"Datos 😉

#debatepresidencial #debatepresidencial2021 #Ecuador #ecuador🇪🇨 #candidatospresidenciales #candidatospresidencialesec #CNE #eleccionpresidencial #elecciones2021ec #elecciones2021",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c0.68.540.540a/140380322_412973603312925_8131365418254520547_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=-nbRdpsBMoEAX_h5Jw8&tp=1&oh=b64e2041742a168c0f4a09ad6d8370d9&oe=601069D6
"#arauz #AndresArauz 

#debatepresidencial #debatepresidencial2021 #Ecuador #ecuador🇪🇨 #candidatospresidenciales #candidatospresidencialesec #CNE #eleccionpresidencial #elecciones2021ec #elecciones2021",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c0.60.480.480a/140625344_635874823818574_5335861739539642688_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=FJZ014Rv7tUAX8_ERmi&tp=1&oh=effd5b15331f67429bdc3cdd90d1ab37&oe=60106253
"Photo by @adoroamisprimitos on January 21, 2021. La imagen puede contener: texto que dice ""¿Cómo evitarás la evasión tributaria? Mil dólares a un millón de familias."".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c145.0.429.429a/140602053_256370669176836_8645469634147901015_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=OLHeVBw5SvUAX_0Mmp4&tp=1&oh=2b92826658149bcaa1300160780a656d&oe=60360AE8
"Photo by @adoroamisprimitos on January 21, 2021. La imagen puede contener: 1 persona, texto que dice ""Chulla Ecuador @Chulla515 La persona que trajo la nueva cepa está en el país desde el 12 DE DICIEMBRE quiere decir, que la nueva cepa ya probó: mote, encebollado, se pegó un traguito, le asaltaron y vio el debate presidencial. 19:56 11 ene. 21 Twitter for Android"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c93.0.894.894a/s640x640/141257041_414888176256725_1667579269424774580_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Cfw5nPL8w1YAX_pNd9o&tp=1&oh=e6837a1901f984691a2968d1888c6533&oe=6035F0E1
"Photo by @adoroamisprimitos on January 21, 2021. La imagen puede contener: texto que dice ""EL TIEMPO LO SABE, ES MOMENTO DE LA 21 20:20:21 DIA 21, DEL AÃ‘O 21, DEL SIGLO 21. la en el21"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140845073_454528175928269_324426212263697261_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=gRzHs4umbvsAX-h7_9o&tp=1&oh=0d229e6c3f54b8f419994e8677dc5d83&oe=6038431D
"Photo shared by UPENIN-Negocios e Inversiones on January 20, 2021 tagging @ximena.pena1. La imagen puede contener: 1 persona, texto que dice ""UPENIN NEGOCIOS NVERSIONE ECUADOR DEBATE 2021 Ximena Peña Candidata de Alianza País Lista 35 f UPENIN Negocios e Inversiones @upenin.ecu � +593 98 464"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/139758321_446776046363693_5358370877378384494_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=26b8DTYi3QcAX-fx0Xq&tp=1&oh=427ce6f065278217fa8bf54132c5e45a&oe=603654F3
"Photo by @adoroamisprimitos on January 20, 2021. La imagen puede contener: cielo, texto que dice ""Alfredo Carrasco Valdivie... 11h Esta foto tomé en 2013. @ecuarauz sin pudor y desvergüenza utiliza, sin mi autorización, en un video promocional, además recorta el crédito. Muestra de lo que pretenden hacer con el país @MashiRafael. Rechazo mal uso que dan a mi foto @LaPosta_Ecu @elcomerciocom @elexpressopr Life Ec 17 eneraalas22:09 nte Segundo debate entre los candidatos la preside 5:59 mil 3,1 comentarios eces comp"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c0.36.720.720a/s640x640/140946846_1108692046249451_8111804723285478581_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=JhgNKwK-pnkAX-Zb1md&tp=1&oh=bccbc96f7afc6833439522b1a9721984&oe=6036AFC2
"Photo by 𝕔𝕖𝕧𝕚𝕔𝕙𝕠𝕔𝕙𝕠_𝕡𝕠𝕤𝕥𝕚𝕟𝕘 on January 20, 2021. La imagen puede contener: 2 personas, meme, texto que dice ""POR QUÉ TAN ELEGANTE ABDALA? HOY LLEGAN LAS VACUNAS MUCHACHO"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/140306094_113434433991694_3098674319347234924_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=bgYhr8m2lrsAX_n4Kqv&tp=1&oh=6d4ad9f0840c20e73800834b3ade2ea1&oe=60388F2E
