texto,url-post
"Photo by Curadas on January 24, 2021. La imagen puede contener: 1 persona, texto que dice ""Maduro anunció que entre marzo y abril se instalará un «nuevo CNE»>"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141173074_2838849609766000_7838260311689759684_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dVclGGPM984AX-nw_3X&tp=1&oh=c6996304493cb7078df7ba539c779507&oe=60384A5B
Photo by Museu Bordalo Pinheiro in Museu Rafael Bordalo Pinheiro. La imagen puede contener: 1 persona.,https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c161.0.726.726a/s640x640/141188679_121980099781361_6050451492715990636_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=RIX1vh2xUuMAX9BdYpd&tp=1&oh=5bc073e90bb707a480cf93d4b29d291d&oe=60383D15
"Photo by El Espectador Chimborazo on January 24, 2021. La imagen puede contener: una o varias personas, texto que dice ""E Ecuador Llama al 150 Para conocer tu recinto electoral elespectadorchimborazo elespectadorchimborazo.com"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141507784_176872344223972_5799549687040952389_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=GCS-EpIswlMAX9RwZ0A&tp=1&oh=e2c9e4759a7334d1b6764b0702a6772a&oe=60368C17
"Photo by voyaver on January 24, 2021. La imagen puede contener: texto que dice ""NACIONALES TUE Maduro dice que entre marzo y abril «tendremos nuevo CNE>"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141767698_1112764019149675_6166062893085450920_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Tln3JI4e_MYAX-hswJu&tp=1&oh=640f253c51ae7ca812c5295e768545cb&oe=603900BD
"Photo by Diario La Jornada on January 24, 2021. La imagen puede contener: una o varias personas, texto que dice ""Nación VENEZUELA LaJornada AN ENCARGADA DE DESIGNAR LA NUEVA DIRECTIVA DEL CNE"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141124153_2811683542387079_5369504970222127863_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=PXkuu7gDZ7gAX__Jrkz&tp=1&oh=3989e37364fb9325bccd8b15bc792a47&oe=60368691
"Photo by Diário As Beiras on January 24, 2021. No hay ninguna descripción de la foto disponible..",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e15/c136.0.339.339a/141771891_459082778591298_4859657348012965655_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=Vwj3n3x8FiIAX8qBGP2&tp=1&oh=5922d13846f6b2744c656dca0c6896f4&oe=60398409
"Photo by Oromartv on January 24, 2021. La imagen puede contener: 1 persona.",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/c186.0.707.707a/s640x640/141293136_1040846933069036_8547809546100217701_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=bHHyPPD3sEQAX9R4XX6&tp=1&oh=f16095b689228df1535ba6f7cb1b96e6&oe=60360307
"Photo by Oromartv on January 24, 2021. La imagen puede contener: una o varias personas, personas bailando, personas en el escenario y personas de pie.",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c257.0.566.566a/141159267_424872271902342_2386422017804015073_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=tKEvC4nDnDIAX9VQmMq&tp=1&oh=34ff7e2b39bf0ac9609298121cba4c93&oe=60370290
"Photo by PDR Aveiro on January 24, 2021. La imagen puede contener: 6 personas, texto que dice ""Eleição para Eduarde Netson Presidência Costa Baptsta Republica Marisa sabel dos Santos Matias Marcolo Nuno Duarte Rebelo de Sousa Tiago Pedro de Sousa Mayan Gonçalves André Claro Amaral Ventura Vitorino Francisco da Rocha Silva João Manuel Peixoto Ferreira Ana Maria Rosa Martins Gomes"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141696087_708825013169545_2620510340136924858_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=tEhor2L3abIAX_hMqQd&tp=1&oh=24c7cde534ad67dc17ec98c8bf751698&oe=6038EF29
"Photo by Impacto Chaborro on January 24, 2021. La imagen puede contener: 2 personas, texto que dice ""IMPACTO CHABORRO ""Decidan ustedes si van revueltas o ""DOS PÁJAROS DE UN SOLO TIRO"""".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/142224034_408348417102066_69715238571911591_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=NgHYtjl-4NkAX_JyoPI&tp=1&oh=87cd3c38b0034a735d1b7e931aba2ebc&oe=6036D3F1
"Photo by @_enlapalestra on January 24, 2021. La imagen puede contener: texto que dice ""cΠE PODER ELECTORAL IMP Asamblea Nacional chavista aprobó cronograma para renovar autoridades del CNE"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c115.0.470.470a/141386342_3538092986240196_4380805527821694555_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=7wOKNAEWZjIAX-H6-LU&tp=1&oh=067aaaee31dda8aa9fb05aa7bbac6240&oe=60386D13
"Photo by Punto Informativo Venezuela in Lecheria, Anzoategui, Venezuela. La imagen puede contener: texto que dice ""cΠE PODERR PODERELECTORAL ELECTORAL [MP Asamblea Nacional chavista aprobó cronograma para renovar autoridades del CNE"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c115.0.470.470a/142003628_167965048088745_5444495127864431505_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=MAadF6_pOjwAX8kSKDy&tp=1&oh=0c9361f5f64b00f9ec3e0e1968be8130&oe=6038B9F9
"Photo by Balance Informativo on January 24, 2021. La imagen puede contener: texto que dice ""PAÍS CΠE PODER ELECTORAL Abierta convocatoria para postulaciones al Comité que elegirá candidatos al Poder Electoral BI .VE"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/142259249_867460270736773_5394244142441169251_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=gChlUIuTYAMAX-YuVs3&tp=1&oh=8a933cb5d2cfbb33c91256cdd38a22de&oe=60386A2C
"Photo by Julio A. Vallejo in Ecuador. La imagen puede contener: texto que dice ""Te gustaría ver a tus hijos en las calles, pidiendo lismona, a tus nietos mendigando? ¿has pensado que con tu voto, podrias darle a los tuyos, el derecho a vivir dignamente, y no en la miseria? Por favor se responsable contigo mismo y con tu Pais. No te dejes Ulevar por las corrientes que te conducen al camino de la inseguridad y de la injusticia. Tu tienes el poder de cambiar Vota con responsabilidad."".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/142128844_857987971430583_573857416847652405_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=R5j74DkczzUAX9HYySI&tp=1&oh=1a1653de8fd60d1a9eb596f69accae09&oe=6036C2B4
"Photo by DIARIO EL PROGRESO on January 24, 2021. La imagen puede contener: texto.",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141804109_567323670892876_914845712260701751_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=wQXZbhtv-CAAX_xkG8J&tp=1&oh=59e9af2d1ddaa94b33169d22974a3a39&oe=6035F9D3
"Photo by Leanne Hay Photography🇨🇦📷 in Humber Bay Shores. La imagen puede contener: océano, cielo, exterior, agua y naturaleza.",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/e35/c76.0.607.607a/141074918_448158529689561_7900522185259749412_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=8AdJfrJ2YAIAX9c183I&tp=1&oh=dd6004fac3c5b432d49d79c21da20dd2&oe=6036E4D0
"Photo by Dra. Nadia Barruffaldi on January 24, 2021. La imagen puede contener: texto que dice ""CNE Censo Nacional Económico República Argentina"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141849469_4998696336868398_7906255442395136430_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=fQudMgZQmeYAX9UwT0j&tp=1&oh=8286f45a3f733044e09f551004b4121d&oe=6037B658
"Photo shared by Nuno Pinheiro on January 24, 2021 tagging @anabelamleite. La imagen puede contener: bebida, texto que dice ""DOM TINTO/RED INTO 2016 ALENTEJO"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141097084_282145730166737_585532728425259995_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Uzf8QqKTiiYAX8pSWnL&tp=1&oh=984151acfb2d8350c516e9961805e2c3&oe=6037AA4E
"Photo by Caraota Digital on January 24, 2021. La imagen puede contener: texto que dice ""TNE R ELECTORA ""CNE POR LOS PRÃ“XIMOS SIETE AÃ‘OS"": ENTRE MARZO Y ABRIL DEBEN ESCOGERSE NUEVAS AUTORIDADES ELECTORALES"".",https://instagram.fgye6-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/141130770_453963075984189_8386043537816554432_n.jpg?_nc_ht=instagram.fgye6-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=p24e1YO7qrwAX80fCWE&tp=1&oh=30b39f4fea44f09d4f4083166259ec45&oe=603793C3
