Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,indegree,outdegree,Degree
mjjc80,,,4,0.40625,0.576923,12,181,1,5,6
Andres_Macias56,,,17,0.11302,0.141283,0,4,12,4,16
JuanSimon20,,,16,0.123452,0.149641,0,4,0,3,3
Flor47360951,,,18,0.114851,0.145151,0,7,0,3,3
Niamiemv,,,18,0.129447,0.188028,0,7,0,6,6
_heyitsdenisse,,,2,0.75,0.833333,25.642857,181,10,2,12
Guiccio1,,,14,0.162797,0.214369,0,4,0,7,7
aleviterijesus,,,16,0.14543,0.191262,0,29,0,2,2
FL0W3RH0BI_,,,18,0.128396,0.18456,0,7,0,6,6
__Pauline20,,,17,0.109735,0.131124,0,4,0,1,1
cuscungo48,,,18,0.106903,0.135083,0,4,0,9,9
elsifernandezu,,,21,0.093948,0.117305,0,112,0,3,3
JorgeGuzman1983,,,18,0.125145,0.180168,0,3,1,10,11
UAFE_EC,,,0,0,0,0,3,5,0,5
VelascoJuanfer,,,0,0,0,0,3,1,0,1
PKnacional18,,,0,0,0,0,4,4,0,4
avanza,,,0,0,0,0,3,1,0,1
fidel_5566,,,1,1,1,0,112,0,1,1
daviidjosue,,,2,0.666667,0.75,0,26,0,1,1
Cecilia64153186,,,5,0.462963,0.581333,0,4,0,7,7
victor_yanezxxx,,,20,0.108721,0.149102,0,9,0,6,6
rivabur,,,19,0.101366,0.11937,0,7,0,2,2
DebbieCadena_,,,18,0.136504,0.205526,0,7,0,18,18
andreamazzinig,,,19,0.114728,0.148255,784.785714,7,3,1,4
SoyCarlosBailon,,,22,0.085833,0.10195,1585,112,6,2,8
vargasstalin1,,,19,0.105142,0.12577,0,9,0,2,2
KleverMacias7,,,19,0.11952,0.166897,0,7,0,1,1
69Dejmeh,,,1,1,1,0,7,0,1,1
IneguezMa,,,19,0.119925,0.171364,0,7,0,3,3
Yuli81367032,,,20,0.107413,0.138708,0,7,0,1,1
alfonsorios1981,,,16,0.140004,0.18009,0,4,0,4,4
CarlosTayhing,,,19,0.11952,0.166897,235.639683,7,2,1,3
darthwiin,,,19,0.119812,0.172644,0,26,0,6,6
fmpancho,,,17,0.131737,0.176455,0,3,0,2,2
halconesdnorte,,,14,0.17602,0.257167,0,4,0,24,24
G16Gantes,,,20,0.108373,0.144808,0,181,0,2,2
Leodan_quish91,,,1,1,1,3,181,1,3,4
johnnyandino1,,,15,0.131201,0.158334,0,29,0,4,4
Janneth46940728,,,1,1,1,0,112,0,2,2
josephshambi,,,19,0.113523,0.147283,0,181,0,2,2
daniel_bsc316,,,17,0.13477,0.185307,0,181,0,19,19
ErickGuanoS,,,0,0,0,0,181,1,0,1
Marceladev_ecu,,,21,0.093962,0.117736,12.952453,181,2,3,5
CarolinaFarfn5,,,22,0.08634,0.105674,4.333333,7,1,2,3
rey_ruedas,,,16,0.118985,0.141709,2344.585714,181,7,1,8
jfcamino,,,1,1,1,13,27,12,1,13
JeanMarcPalma,,,20,0.107413,0.138708,0,7,0,1,1
PacoGuerraV,,,14,0.150517,0.189265,0,4,0,3,3
titomezam,,,1,1,1,0,4,0,1,1
livingtonpanta,,,1,1,1,0,4,1,1,2
alexk_97,,,0,0,0,0,4,1,0,1
_sgiu,,,0,0,0,0,4,1,0,1
el_BID,,,0,0,0,0,4,3,0,3
jimmy_socola,,,20,0.107173,0.139474,10.909524,7,2,1,3
1DMessi10,,,0,0,0,0,4,2,0,2
guzmetmin,,,1,1,1,0,4,3,1,4
GeovannyMedinaM,,,1,1,1,0,4,1,1,2
ABBG0312,,,0,0,0,0,181,4,0,4
paladarwin,,,1,1,1,3,7,1,1,2
PrimatesUIO,,,0,0,0,0,7,3,0,3
VerdyFercho,,,0,0,0,0,4,1,0,1
myyrax_,,,1,1,1,0,4,1,1,2
Soldadodelidolo,,,0,0,0,0,29,5,0,5
monaverapuebla,,,18,0.124439,0.162865,11.058333,7,2,3,5
paulchimbof,,,1,1,1,0.5,121,2,1,3
TonyP_07,,,1,1,1,0,121,1,1,2
JoseLuisVsquez,,,0,0,0,0,4,1,0,1
Karli39360040,,,0,0,0,0,4,2,1,3
montufar_pio,,,1,1,1,0,4,3,2,5
fernhidalgo,,,2,0.666667,0.75,3.333333,181,3,1,4
mzap2001,,,1,1,1,3.7,9,1,6,7
CamilaQuirozCe,,,0,0,0,0,4,3,0,3
Caliche_216,,,16,0.141309,0.191373,0,4,0,10,10
Hdsv1,,,19,0.119775,0.170157,0,3,0,4,4
fabriciogv9,,,1,1,1,3,3,4,2,6
ricky10carden,,,14,0.154106,0.185336,0,4,0,1,1
WilsonG98279164,,,14,0.157027,0.195929,0,4,0,4,4
dzelev,,,14,0.188874,0.270097,0,4,0,25,25
EME_Ecuador,,,16,0.132612,0.16188,0,4,1,1,2
cindynsn1,,,23,0.079304,0.092737,0,27,0,1,1
quintopelagato,,,23,0.079304,0.092737,0,27,0,1,1
DURANFUERZA,,,14,0.16002,0.210177,635,4,1,10,11
Gwendy_Ortega,,,1,1,1,0,112,0,1,1
Angel_RM03,,,14,0.155005,0.191057,0,4,0,4,4
tostadadepapaya,,,20,0.106874,0.136674,0,7,0,1,1
FabianGavilan11,,,1,1,1,0,9,0,1,1
Juan82459779,,,2,0.8,0.875,0,27,0,3,3
gyc_sa,,,16,0.125664,0.169242,0,4,0,11,11
DiegoSalazarBSC,,,2,0.666667,0.75,0,181,0,1,1
domenicarecald2,,,1,1,1,0,26,0,1,1
luchov02,,,0,0,0,0,26,2,0,2
JuezaCollantes,,,17,0.11781,0.140441,0,27,0,3,3
MigueRacines,,,19,0.11952,0.166897,0,7,0,1,1
teviguero,,,16,0.119208,0.145967,0,4,0,5,5
jdpimentel,,,19,0.11979,0.169117,0,7,0,3,3
LarreaCamila,,,18,0.12338,0.171536,285.766667,3,4,4,8
aaaaaanab,,,21,0.104951,0.13662,0,181,0,1,1
Cesar99803871,,,1,1,1,0,4,0,1,1
ahora_envivo,,,16,0.14924,0.202982,0,29,0,11,11
LaloVera3,,,1,1,1,0,4,0,1,1
leslieisnotokay,,,19,0.11952,0.166897,0,7,0,1,1
hgualotuna,,,20,0.114866,0.154063,0,7,0,3,3
Marco25912152,,,2,0.75,0.833333,0,181,0,2,2
6Esteban_lo,,,19,0.116627,0.152943,0,7,0,2,2
carreraluzl,,,15,0.154345,0.212219,0,4,0,14,14
ShirlleyBorja,,,1,1,1,0,26,0,1,1
estelitamari,,,1,1,1,0,137,0,2,2
elpakosoyyo,,,0,0,0,0,137,1,0,1
GonzaloPerezEU4,,,3,0.5,0.566667,0,7,0,1,1
sapablo,,,3,0.555556,0.666667,0,26,0,2,2
Mily_Kpoper,,,19,0.11985,0.1695,611.066667,7,1,3,4
NoeliaOnofa,,,19,0.11952,0.166897,0,7,1,1,2
vzzuedl,,,0,0,0,0,7,1,0,1
PatoIzquierdo4,,,23,0.079417,0.09539,0,7,1,2,3
LaPolita_ec,,,19,0.12387,0.193546,0,7,0,14,14
armybylia98,,,0,0,0,0,181,2,0,2
Fernand76843972,,,2,0.75,0.833333,2,7,1,2,3
silviavinan_arq,,,16,0.14543,0.191262,0,29,0,2,2
NicoCh25,,,19,0.11961,0.168464,0,7,0,2,2
BERTHAMORALESC,,,17,0.127784,0.174502,0,27,0,16,16
fabovillamar,,,0,0,0,0,27,2,0,2
Soylapaw,,,0,0,0,0,27,1,0,1
vyctorya2012,,,16,0.120441,0.149507,351.833333,27,1,5,6
revistaPlanV,,,0,0,0,0,27,1,0,1
ElRebeldeEc,,,0,0,0,0,27,1,0,1
GuidoDelgadoC,,,1,1,1,0,3,0,1,1
EnriquetaMendi1,,,15,0.117043,0.138259,0,176,0,1,1
eduardovarascar,,,17,0.118531,0.145594,2900.402381,181,1,5,6
alejandrovaras,,,0,0,0,0,181,20,0,20
hellenmoreirav,,,1,1,1,0,181,0,1,1
ManuelEmilioPr1,,,16,0.134996,0.167128,0,29,0,3,3
TatianaBoza1,,,19,0.119588,0.168072,0,181,0,2,2
RICARDOBUSTE,,,19,0.11952,0.166897,0,7,0,1,1
gdvigilante,,,2,0.75,0.833333,0,3,0,2,2
estrellanegraec,,,22,0.085972,0.102624,0,7,0,1,1
aramireze_,,,19,0.11952,0.166897,0,7,0,1,1
x6_tence,,,17,0.13106,0.169814,0,3,0,4,4
Vane_AndradeO,,,1,1,1,0,7,0,1,1
fabriziodz26,,,18,0.13558,0.188138,0,7,0,4,4
Margari71655445,,,15,0.17289,0.255877,16.150433,4,1,24,25
Mario10398844,,,16,0.144803,0.193145,0,4,0,7,7
juanjotiger,,,1,1,1,0,112,0,1,1
giselalex,,,1,1,1,0,4,0,1,1
hernanmn,,,1,1,1,0,181,0,1,1
SusanaMurrietaG,,,21,0.094128,0.120423,0,121,0,5,5
LadyAazco,,,16,0.118985,0.141709,0,4,0,1,1
MichaelAlban,,,21,0.093645,0.113388,0,7,0,1,1
LaRocaE77,,,16,0.140412,0.182734,0,4,0,6,6
Minotauro8,,,1,1,1,28.833333,181,5,2,7
LeoBaDonoso,,,19,0.115067,0.156441,0,112,0,4,4
Guaytamba_LDU,,,0,0,0,0,9,7,0,7
sweet_arielle16,,,19,0.119745,0.168322,0,7,0,2,2
serieda,,,20,0.114225,0.155145,0,26,0,4,4
BlancaBsch,,,14,0.17741,0.234468,497.900641,4,1,10,11
ulsove1971,,,13,0.173984,0.232574,189.088034,4,1,11,12
LosRioSURgente,,,1,1,1,1.166667,4,4,1,5
ecuasambita,,,18,0.12699,0.174279,0,7,0,2,2
alejocd,,,21,0.095767,0.129409,0,121,0,7,7
cforestz,,,4,0.378378,0.517857,39.5,121,4,5,9
Olyamacc,,,1,1,1,0,27,0,1,1
Eudaldo87,,,19,0.122035,0.182763,0,7,0,4,4
JorgeQu91631189,,,19,0.092625,0.109179,0,4,0,2,2
Sr___Bolainas,,,1,1,1,0,181,0,2,2
DokJeff,,,1,1,1,0,112,0,1,1
davidpaz2021,,,14,0.169821,0.242514,0,7,0,13,13
adrmnt,,,18,0.14768,0.218652,631.263278,7,3,9,12
ddarooon,,,0,0,0,0,7,1,0,1
GenaroEscobedo7,,,18,0.101175,0.126812,318400.770674,176,11,2,13
JorgeVi85762963,,,21,0.093645,0.113388,0,7,0,1,1
diegoramosflor,,,16,0.145463,0.192036,0,29,0,3,3
MaisaFisgonita,,,22,0.086111,0.103832,0,26,0,2,2
BlueSoul83,,,22,0.086049,0.103507,0,112,0,2,2
mabelenromeroc,,,21,0.093645,0.113388,0,7,0,1,1
Alex65861729,,,1,1,1,0,26,0,1,1
panchojimenezs,,,0,0,0,0,26,8,0,8
Bxvf_Timy,,,20,0.108181,0.143763,0,29,0,2,2
Tumagra,,,19,0.119565,0.167942,0,9,0,2,2
DESCOLONIZANTE,,,17,0.106475,0.122582,0,4,0,1,1
JosuejosueRubio,,,15,0.132021,0.176056,85844.980037,176,3,4,7
mauriciomarine,,,20,0.107329,0.139961,0,7,0,2,2
she_she5h_CC,,,19,0.117002,0.155985,0,112,0,3,3
Cc41Patty,,,1,1,1,0,2,0,1,1
Patiko_06,,,3,0.5,0.611111,0,181,0,1,1
GloPereiira,,,20,0.114605,0.157548,0,7,0,6,6
osrobayo,,,1,1,1,2,7,2,2,4
eduardovgc,,,20,0.108053,0.142396,0,181,0,1,1
EduardoSosaB1,,,2,0.6,0.666667,0,29,0,1,1
ric2630a,,,22,0.086391,0.109259,0,4,0,6,6
dollylovelifeth,,,18,0.127066,0.175455,0,7,0,3,3
JanetaCervantes,,,19,0.119423,0.166766,1262.844892,7,4,1,5
deadFreak781,,,12,0.171732,0.206948,0,26,0,3,3
djosesolis,,,0,0,0,0,26,1,0,1
Fuser_K,,,11,0.190804,0.22746,485.566667,26,1,5,6
Alebeseg,,,19,0.11979,0.17186,0,7,0,5,5
mironuvi,,,14,0.162011,0.216272,0,4,0,12,12
Andy_eats_pizza,,,19,0.118924,0.171383,0,7,0,10,10
weromero81,,,16,0.135341,0.169704,0,29,0,5,5
melrodrigueziza,,,3,0.555556,0.666667,0,181,0,2,2
Elozanom1,,,0,0,0,0,7,1,0,1
PabloAguileraJ,,,19,0.1197,0.170554,0,3,0,4,4
PRC2021,,,0,0,0,0,4,1,0,1
Charles_Game,,,16,0.140746,0.187696,0,4,0,9,9
jbxbts06,,,4,0.357143,0.466667,0,7,0,1,1
julyss97,,,21,0.093645,0.113388,0,7,0,1,1
ariszhena,,,2,0.666667,0.75,2,181,1,1,2
anarugelm,,,1,1,1,8,181,7,1,8
Fernand10517208,,,16,0.12127,0.143638,0,4,0,2,2
PEPINT,,,19,0.130486,0.203098,0,27,0,22,22
bernardarubio61,,,2,0.666667,0.75,0,181,0,1,1
VicoCueva,,,2,0.666667,0.75,0,7,0,2,2
PatriaParaTodxs,,,20,0.107407,0.14344,0,4,0,5,5
xavigom13,,,22,0.085972,0.102624,0,7,0,1,1
sally_chuii,,,1,1,1,0,121,0,1,1
marce_adrian,,,1,1,1,0,112,0,1,1
spachim_sa17,,,13,0.176942,0.245504,0,4,0,17,17
smcpr2011,,,1,1,1,0,4,0,1,1
CamilaWilches11,,,19,0.11392,0.147969,0,7,0,2,2
mruizm6,,,15,0.148476,0.199504,0,4,0,10,10
SuperSamm777,,,10,0.230281,0.299709,6404.432426,7,5,30,35
kevinchvarria,,,0,0,0,0,7,1,0,1
llegoturey,,,0,0,0,0,7,1,0,1
javireporter,,,21,0.093962,0.117736,8.31912,7,2,3,5
wichokcrs18,,,0,0,0,0,7,2,0,2
BrionesNaun,,,0,0,0,0,27,2,0,2
JuanOrellana99,,,0,0,0,0,7,5,0,5
WWILSONP,,,0,0,0,0,7,2,0,2
ram1andres,,,0,0,0,0,7,3,0,3
RockmanZeroX85,,,20,0.11147,0.15,139.833333,181,1,7,8
DalilaCruzDLD,,,15,0.117734,0.144868,0,176,0,3,3
IvanAlb24763007,,,19,0.114955,0.155364,0,26,0,2,2
Claudia_Pezo,,,19,0.11979,0.169535,0,26,0,2,2
Freddy20206,,,15,0.138708,0.180779,0,4,0,12,12
MuozMf1975,,,0,0,0,0,4,1,0,1
ecuatuitero,,,17,0.117344,0.137631,0,112,1,1,2
Alfon23_89,,,1,1,1,0,121,0,1,1
paladinesblacio,,,14,0.1623,0.215044,0,4,0,9,9
gabo_esch,,,0,0,0,0,7,1,0,1
roblob04,,,0,0,0,0,181,2,0,2
JotaC_95,,,19,0.125196,0.182815,16.769048,7,1,7,8
Gancergal,,,0,0,0,0,7,3,0,3
PapoBuitron,,,1,1,1,0,3,0,1,1
alissonherrera8,,,18,0.127856,0.180679,0,7,0,3,3
AnamiCalderonM,,,16,0.1263,0.155467,0,29,0,5,5
emi_oviedo_,,,2,0.6,0.666667,0,7,0,1,1
MadoBanda92,,,18,0.112639,0.136609,0,112,0,2,2
milecano99,,,2,0.666667,0.75,0,181,0,1,1
nicolas2325,,,13,0.172432,0.230523,0,4,0,12,12
MrLuisFher,,,1,1,1,0,26,0,5,5
Fercchorys,,,21,0.097483,0.124221,0,7,0,3,3
Javier46333196,,,13,0.190618,0.268396,0,4,0,19,19
Arizalaca1,,,1,1,1,0,27,0,1,1
FROS1961,,,21,0.095082,0.12765,0,9,0,10,10
nicolebetcha29,,,3,0.538462,0.666667,0,181,0,3,3
elibertario2019,,,17,0.107917,0.131083,0,26,0,5,5
FcoBrionesR,,,0,0,0,0,26,1,0,1
BellenVargas,,,0,0,0,0,26,1,0,1
CesarGarrrca,,,16,0.119431,0.14462,633.666667,26,1,2,3
PiCuboLogico,,,15,0.149673,0.207282,0,4,0,16,16
JahirenNoriega,,,0,0,0,0,4,6,0,6
vicom93,,,15,0.134482,0.157379,0,181,0,2,2
LesBarreraOk,,,20,0.108063,0.144698,0,7,0,4,4
genesisvillotav,,,20,0.108464,0.147352,29.933333,7,1,5,6
melissaclavijoo,,,22,0.085984,0.103408,0,3,0,2,2
FdezzSusanna,,,14,0.151365,0.195486,664.166667,4,2,9,11
alexander_quis,,,19,0.092625,0.109179,0,4,0,2,2
blueandgrey_v,,,2,0.666667,0.75,0,181,0,1,1
arevalo_darla,,,1,1,1,0,121,0,1,1
Gemycevallos,,,17,0.131127,0.170795,0,181,0,6,6
billipoul,,,1,1,1,0,4,0,1,1
CarlosG33921943,,,1,1,1,0,4,0,2,2
JDCS12,,,14,0.157687,0.200256,0,4,0,7,7
dacaas,,,1,1,1,0,27,0,1,1
cristharieel,,,2,0.666667,0.75,0,181,0,1,1
marco_manay,,,5,0.310811,0.417391,0,4,0,4,4
joseoffspring,,,23,0.079304,0.092737,0,27,0,1,1
JuanecoGonza22,,,1,1,1,0,27,0,1,1
DanielitoVit,,,13,0.174412,0.232884,0,4,0,12,12
GersonTaipeN,,,16,0.139586,0.183153,0,4,0,7,7
luisramire55,,,13,0.196918,0.267354,0,4,0,19,19
javibarram,,,1,1,1,0,4,1,2,3
domenicaguamanc,,,1,1,1,0,121,0,1,1
I_purpleyouJk,,,13,0.172877,0.219239,0,7,0,6,6
El_Shordy,,,2,0.75,0.833333,4.5,181,3,2,5
Jorg_XX,,,22,0.085972,0.102624,5.333333,112,2,1,3
pablofliga,,,14,0.155496,0.195002,0,4,0,6,6
diandom31,,,20,0.107251,0.14176,0,7,0,3,3
SurGenteStaEle,,,2,0.727273,0.8125,0,4,0,5,5
angymariafalcon,,,15,0.129949,0.153519,0,112,0,3,3
jin04kim1992,,,13,0.16646,0.216606,0,7,0,4,4
0aestheticuser0,,,12,0.185288,0.259763,400.602381,7,1,24,25
correa_manta,,,17,0.109735,0.131124,0,4,0,1,1
Michelleezeta,,,1,1,1,0,112,0,1,1
jeffgoofy,,,20,0.104514,0.137213,0,7,0,3,3
hyuninkosmos,,,19,0.115895,0.157601,596.472222,7,1,1,2
GregoriRasputi5,,,15,0.14656,0.192896,0,4,0,7,7
RomeroInocente,,,18,0.096316,0.109623,8.242857,4,4,2,6
charlieales,,,21,0.093613,0.11222,0,26,0,1,1
GabyGallardo_GG,,,1,1,1,0,4,0,1,1
Marioernesto196,,,1,1,1,0,27,0,1,1
sdzp,,,1,1,1,0,7,0,1,1
FullureneC,,,1,1,1,0,112,0,1,1
Kryptonbit,,,1,1,1,0,112,0,2,2
nicolemaciasg19,,,1,1,1,0,121,0,1,1
Antuan77,,,13,0.166363,0.20993,0,4,0,7,7
robertocarlos_n,,,13,0.194869,0.292505,0,4,0,41,41
BerronesCesar,,,2,0.555556,0.6,0,4,0,1,1
ItusCP,,,20,0.106856,0.142768,0,7,0,5,5
cmanti,,,21,0.106486,0.15162,0,181,0,10,10
theshulman,,,0,0,0,0,181,1,0,1
GioLope58249987,,,14,0.154405,0.188732,0,4,0,4,4
choneroadolfo,,,2,0.666667,0.75,0,9,0,2,2
Miki48480636,,,14,0.165716,0.23161,0,4,0,18,18
isamoralopez,,,3,0.5,0.611111,0,26,0,1,1
MaSoledadLarrea,,,21,0.093962,0.117736,0,3,0,3,3
gabisc17,,,14,0.163213,0.214203,0,7,0,10,10
NathalyMorejon,,,3,0.5,0.566667,0,3,0,1,1
melaniacarrion,,,20,0.106369,0.139693,0,9,0,3,3
verosalgado,,,20,0.107125,0.140325,0,3,0,3,3
ojoaldatoec,,,1,1,1,0,3,3,1,4
MiguelKando,,,2,0.75,0.833333,0,181,0,2,2
MilyRecalde,,,0,0,0,0,7,2,0,2
nexarps45,,,18,0.114722,0.140262,0,181,0,4,4
susanita_aviles,,,1,1,1,0,121,0,2,2
lhvnty,,,18,0.112601,0.136823,0,181,0,2,2
BMW_VENCEREMOS,,,14,0.157027,0.194221,0,4,0,2,2
xnampapasito,,,1,1,1,0,27,0,3,3
Dxystyles,,,0,0,0,0,27,1,0,1
DanielaaGilces,,,0,0,0,0,27,1,0,1
vhcastanedac,,,15,0.131084,0.158988,0,29,0,5,5
TRIOGEMA,,,16,0.137074,0.187654,0,4,0,14,14
RosaGomez3O,,,1,1,1,0,112,0,1,1
Wlad_AKD,,,16,0.132475,0.162661,0,26,0,2,2
GabyxTg,,,1,1,1,0,181,0,1,1
blancaortiz18,,,0,0,0,0,3,3,0,3
neyhayendeburgo,,,0,0,0,0,3,2,0,2
jorge_vlastegui,,,19,0.116466,0.151615,0,7,0,1,1
paosalinasc,,,1,1,1,0,29,0,1,1
AbErwin4,,,5,0.333333,0.46087,0,4,0,5,5
jmishelcr,,,19,0.116636,0.154097,0,7,0,3,3
cristinaqr_,,,21,0.105018,0.137841,0,181,0,2,2
nekervera62,,,16,0.150035,0.199296,0,4,0,5,5
FranklinNuques,,,17,0.135329,0.185868,0,181,0,11,11
palvaradoor,,,3,0.5,0.566667,0,26,0,1,1
fritadavegana,,,21,0.093645,0.113388,0,7,0,1,1
Luilli71218827,,,14,0.158588,0.204879,0,4,0,9,9
nxminn,,,20,0.109568,0.153282,91.740675,7,1,4,5
ikro85,,,21,0.093613,0.11222,0,26,0,1,1
wjonitz,,,2,0.666667,0.75,0,181,0,1,1
JennyPonceG,,,15,0.147959,0.182758,0,4,0,3,3
tonitoheredia7,,,15,0.157331,0.206097,0,29,0,5,5
Fernand69440089,,,18,0.127881,0.181463,0,7,0,4,4
mishelleg99,,,2,0.666667,0.75,0,181,0,1,1
Macamenlp,,,2,0.75,0.833333,0,181,0,2,2
javier_rengifo,,,4,0.378378,0.482143,0,26,0,3,3
manolodecker,,,2,0.666667,0.75,0,26,0,1,1
JorgeAugustoWit,,,15,0.15668,0.214985,0,4,0,13,13
OrtizFerrn,,,13,0.178113,0.254592,0,4,0,27,27
RamonFernando_A,,,16,0.154385,0.196524,189.671973,4,1,5,6
GuerrerosDigRCs,,,15,0.181922,0.257824,818.83864,4,1,24,25
MaraRodriguez6L,,,1,1,1,0,112,0,1,1
R_Albuja95,,,1,1,1,0,172,0,1,1
vdaniel9410,,,0,0,0,0,172,1,0,1
Lisette1104,,,1,1,1,0,181,0,1,1
otrahijadelilit,,,0,0,0,0,181,2,0,2
FerJrMorocho,,,16,0.121316,0.14403,0,4,0,2,2
patinoicaza,,,4,0.368421,0.446429,0,26,0,2,2
Oswaldo93555236,,,1,1,1,0,27,0,2,2
GellibertSara,,,17,0.133613,0.173429,21,4,1,4,5
Camilanl_,,,5,0.346939,0.452941,0,121,0,3,3
STorresYanez,,,0,0,0,0,121,1,0,1
john_carchi,,,14,0.150224,0.192003,0,4,0,7,7
DianaMurilloHe1,,,21,0.094312,0.117714,0,181,0,3,3
Saul5401,,,22,0.08985,0.112222,0,7,0,3,3
ramiro_pauta,,,17,0.130818,0.168638,0,4,0,5,5
MarquiMark,,,2,0.8,0.875,0,4,0,3,3
luchowise,,,21,0.093962,0.117736,0,3,0,3,3
AxcellMore,,,21,0.098607,0.129505,0,181,0,7,7
damzmolina,,,0,0,0,0,181,15,1,16
AngieMejia10_,,,19,0.116627,0.152943,0,7,0,2,2
RhonnalRomero,,,21,0.093613,0.11222,0,26,0,1,1
johanmarston,,,26,0.065446,0.079206,0,26,0,4,4
pochoharbEC,,,0,0,0,0,181,2,0,2
BastaImpunidad,,,15,0.135129,0.174895,12914.466667,176,1,11,12
JaelTrujillo6,,,14,0.13419,0.181868,38200.886111,176,2,11,13
_SuExcelencia,,,0,0,0,0,176,2,0,2
migueltobarf,,,2,0.666667,0.75,10.7,27,7,1,8
Calixtoferrin,,,22,0.0863,0.106795,0,137,0,4,4
PanchoRodas,,,0,0,0,0,137,1,0,1
LolaPinoargotti,,,19,0.116828,0.156172,0,7,0,4,4
MariaZamCom1,,,17,0.110822,0.137985,0,176,0,1,1
GabyGarcia39,,,20,0.107401,0.140246,0,7,0,2,2
AnthonyTuaS,,,1,1,1,0,181,0,1,1
WSanchezUIO,,,18,0.136306,0.210697,0,7,0,14,14
Ezequiel_T9,,,1,1,1,0,4,0,3,3
RUBENMORA3,,,1,1,1,0,4,1,1,2
LadyLaura_93,,,18,0.127714,0.190366,0,7,0,14,14
johan4cardenas,,,20,0.106464,0.144017,654.565152,121,3,4,7
EGuatas,,,17,0.106863,0.126183,3208.844444,4,5,3,8
Davidmrl89,,,20,0.114611,0.156011,0,26,0,4,4
JennyMo43505276,,,18,0.118732,0.165277,0,3,0,12,12
Vanesa_110452,,,0,0,0,0,3,1,0,1
Magaly08917838,,,0,0,0,0,3,1,0,1
verollagunoec,,,0,0,0,0,3,3,0,3
Lolyz05744978,,,13,0.179394,0.248584,0,4,0,16,16
JABH44,,,13,0.193509,0.274465,0,4,0,23,23
Fulanillavargas,,,20,0.107065,0.138832,0,181,0,2,2
JavierFlorB,,,20,0.108507,0.149749,0,27,0,6,6
VillaFernando_,,,19,0.120856,0.176913,7197.026911,27,7,3,10
DomnicaChvez1,,,1,1,1,0,7,0,1,1
PenafielConnie,,,21,0.100308,0.130814,0,181,0,3,3
_NLZL,,,19,0.119565,0.167942,0,7,0,2,2
mr_luna,,,1,1,1,0,112,0,1,1
Joecastellaa,,,14,0.156373,0.191552,0,4,0,2,2
vmazzinir,,,3,0.6,0.722222,0,181,0,3,3
CarlosHernanG4,,,19,0.120937,0.176751,0,112,0,4,4
Cris_Ruiz15,,,17,0.158154,0.21885,0,7,0,7,7
PrisEsCantos,,,1,1,1,0,7,0,1,1
lasso,,,0,0,0,0,7,1,0,1
wilsonzumba_,,,1,1,1,0,3,1,1,2
Geovanotti,,,0,0,0,0,7,1,0,1
mayraajm_,,,0,0,0,0,7,1,0,1
Taesmodeus,,,22,0.086095,0.104028,5,7,2,2,4
QuinaluisaAngie,,,0,0,0,0,26,2,0,2
_Robcker,,,2,0.666667,0.75,0,3,0,1,1
NutriLude,,,2,0.75,0.833333,0,181,0,4,4
AndyKbzas,,,19,0.11985,0.1695,0,7,0,3,3
piscinas_jacuzz,,,1,1,1,0,181,0,1,1
1179Dennys,,,14,0.17303,0.245008,0,4,0,17,17
BullyingClubEC,,,16,0.147578,0.209977,0,112,0,16,16
LordFrankDark,,,17,0.137607,0.198796,3256.703247,112,4,10,14
raulexsan,,,16,0.132503,0.163445,0,112,1,3,4
Verito_flores78,,,1,1,1,0,4,0,1,1
94cpr,,,1,1,1,0,181,0,1,1
paulae1707,,,18,0.116893,0.148031,0,7,0,4,4
MimiiLiss,,,21,0.093645,0.113388,0,7,0,1,1
callmelthanos,,,16,0.118985,0.141709,0,4,0,1,1
FernandoSuescum,,,22,0.086223,0.106152,0,112,0,3,3
vmacasp,,,0,0,0,0,112,1,0,1
Lorena143_,,,19,0.11952,0.166897,0,7,0,1,1
Alejand13062962,,,2,0.857143,0.916667,0,112,0,5,5
javiocastro,,,0,0,0,0,112,2,0,2
DmntGDM,,,0,0,0,0,112,1,0,1
Melanylisbeth_,,,21,0.093645,0.113388,0,7,0,1,1
L30555,,,15,0.145483,0.186426,58.130952,3,1,7,8
Dragondrecho,,,16,0.130996,0.173472,92.092857,4,1,12,13
AquiCorroVrgara,,,0,0,0,0,3,2,0,2
JosselynBarker,,,0,0,0,0,7,1,0,1
arigonzalezc,,,1,1,1,0,2,2,1,3
pedroisraelll,,,21,0.093645,0.113388,0,7,0,1,1
fabrivillamarc,,,1,1,1,0,4,0,1,1
ElIngeniero555,,,20,0.103588,0.135263,0,26,0,4,4
jimzambrano_,,,20,0.108204,0.143734,0,7,0,2,2
FerCal28,,,19,0.119955,0.171487,5,7,1,4,5
jcbo1982,,,2,0.714286,0.8,0,3,0,3,3
LauraCe46251546,,,1,1,1,0,121,0,1,1
franklincantos2,,,21,0.078549,0.095469,0,4,0,5,5
IsabellMa2,,,20,0.08482,0.102501,6873.833333,4,3,4,7
teira_ko,,,3,0.666667,0.783333,0,9,0,6,6
hobiandmin,,,19,0.11952,0.166897,0,7,0,1,1
viole_robles,,,1,1,1,0,7,0,1,1
domeeg97,,,21,0.093943,0.116875,0,181,0,3,3
csvs2021,,,1,1,1,0,4,0,2,2
