Source,Target,Type,Id,Label,timeset,Weight
camehd,Lenin,Directed,37186,,,1
camehd,ecuarauz,Directed,37187,,,2
camehd,Monchiito_,Directed,37188,,,1
camehd,FreedomJOG,Directed,37189,,,1
Kati_Lop,KinttoLucas,Directed,37191,,,1
Kati_Lop,NicolasMaduro,Directed,37192,,,1
Kati_Lop,teleSURtv,Directed,37193,,,1
saral_zaid,ecuarauz,Directed,37194,,,2
Pepelepux69,ecuarauz,Directed,37196,,,4
Pepelepux69,IsmaelUlloaEc,Directed,37198,,,2
subcero7ec,eduizurieta1,Directed,37202,,,1
subcero7ec,artumoscoso,Directed,37203,,,1
subcero7ec,fabianpozo,Directed,37204,,,1
subcero7ec,DanteLucif,Directed,37205,,,1
subcero7ec,BorisMantilla,Directed,37206,,,1
bbymakeupartist,monadeurdesa,Directed,37207,,,1
bbymakeupartist,juanfervelasco,Directed,37208,,,1
CoppianoMishell,ecuarauz,Directed,37209,,,1
alejandroceso,ecuarauz,Directed,37210,,,1
alejandroceso,jpjaramillo25,Directed,37211,,,1
alejandroceso,LassoGuillermo,Directed,37212,,,1
cendemocratico,ecuarauz,Directed,37213,,,6
FENASPE1,ecuarauz,Directed,37219,,,7
FENASPE1,marcelaholguin,Directed,37225,,,1
AngelCarrascoJ,elcomerciocom,Directed,37227,,,1
MaJose_Tenorio,solbuendia,Directed,37228,,,1
MaJose_Tenorio,ecuarauz,Directed,37229,,,1
joscanvarg,Guayaco__2020,Directed,37230,,,1
namsscrab,willowvxnte,Directed,37231,,,1
gonzocianca,ecuarauz,Directed,37232,,,10
gonzocianca,SDegreace,Directed,37234,,,3
gonzocianca,pameaguirre1,Directed,37236,,,1
gonzocianca,GabrielaEsPais,Directed,37238,,,2
gonzocianca,solbuendia,Directed,37240,,,1
gonzocianca,mabsegovia,Directed,37242,,,1
gonzocianca,marcelaguinaga,Directed,37245,,,1
gonzocianca,DianaSierra_2,Directed,37246,,,1
gonzocianca,mrjohnkeating,Directed,37250,,,1
gonzocianca,xaguilarv,Directed,37251,,,1
gonzocianca,juanfervelasco,Directed,37252,,,2
gonzocianca,wilfridolaz,Directed,37253,,,1
gonzocianca,IsmaelUlloaEc,Directed,37255,,,1
iMarCoss1,rodafff,Directed,37258,,,1
manuelhidrovo,EstebanOrtizMD,Directed,37259,,,2
3_xhamb3r,cnegobec,Directed,37261,,,2
3_xhamb3r,carlosferrin,Directed,37263,,,1
3_xhamb3r,Belliiisima89,Directed,37264,,,1
3_xhamb3r,joros83,Directed,37265,,,1
3_xhamb3r,francilda91,Directed,37266,,,1
3_xhamb3r,TheNowhereGirl_,Directed,37267,,,1
3_xhamb3r,ecuarauz,Directed,37268,,,1
clpdominguez,marcelaguinaga,Directed,37269,,,1
zaherijo,ecuarauz,Directed,37270,,,1
CPastelero,DonBurroReal,Directed,37271,,,1
CPastelero,MemeBipoIar,Directed,37272,,,2
CPastelero,elcomerciocom,Directed,37273,,,1
CPastelero,magrazziaacosta,Directed,37274,,,1
CPastelero,malulyoliva,Directed,37275,,,1
CPastelero,isidroromero_c,Directed,37277,,,1
AlejandroGeoEcu,ecuarauz,Directed,37278,,,2
AlejandroGeoEcu,MashiRafael,Directed,37280,,,1
edisonburbanoOK,ecuarauz,Directed,37281,,,2
edisonburbanoOK,teleSURtv,Directed,37283,,,1
emilyrojasd,ElSabiolecente,Directed,37284,,,1
JosePJavierJ2,jimmyale17,Directed,37285,,,1
ruth_ruthrosero,ecuarauz,Directed,37286,,,1
sfrichy,MariaBelenArro1,Directed,37287,,,1
sfrichy,RuthdelSalto,Directed,37288,,,1
sfrichy,carolina_mella_,Directed,37289,,,1
sfrichy,mariemolia,Directed,37290,,,1
Mirm2510,UdlaChannelEc,Directed,37291,,,1
alexisenmanuel1,FrankSamaniegoM,Directed,37292,,,1
alexisenmanuel1,NuriaButina,Directed,37293,,,1
alexisenmanuel1,marcelaguinaga,Directed,37294,,,1
alexisenmanuel1,ecuarauz,Directed,37295,,,1
MarioVCosta,LassoSX,Directed,37296,,,1
mariu107,ecuarauz,Directed,37297,,,2
Mendietamend,literatango,Directed,37299,,,1
Mendietamend,ecuarauz,Directed,37300,,,4
ulbjuan,Expresoec,Directed,37304,,,1
ElPensadorEcu,mariasolborja,Directed,37305,,,1
leo_jubi,dieguitocazar,Directed,37306,,,1
leo_jubi,ariannatancam,Directed,37307,,,1
PJovenEc,elcomerciocom,Directed,37308,,,2
PJovenEc,SaraEspana,Directed,37310,,,1
PJovenEc,Expresoec,Directed,37311,,,2
PJovenEc,dieguitocazar,Directed,37313,,,1
DaysiBarros6,literatango,Directed,37314,,,1
DaysiBarros6,RuthdelSalto,Directed,37315,,,1
DianaVelozY,pryankappc,Directed,37316,,,1
manungovaldez,luistirira,Directed,37317,,,1
manungovaldez,Rodrigoperiodis,Directed,37318,,,1
manungovaldez,manungovaldez,Directed,37319,,,1
manungovaldez,loregenoveva,Directed,37320,,,1
manungovaldez,fabarevaloj,Directed,37321,,,1
GPT76,TheNowhereGirl_,Directed,37322,,,1
HolgerMoreira5,SaraEspana,Directed,37323,,,1
HolgerMoreira5,FENASPE1,Directed,37324,,,1
HolgerMoreira5,mariasolborja,Directed,37325,,,1
HolgerMoreira5,EstebanOrtizMD,Directed,37326,,,1
HolgerMoreira5,MaiadelC,Directed,37327,,,2
ReyDeJude,MaSusanaVacaL,Directed,37329,,,1
ReyDeJude,Belliiisima89,Directed,37330,,,1
ReyDeJude,ecuarauz,Directed,37331,,,2
abrahamsaeteros,xhervas,Directed,37333,,,1
MurilloMoiss,ecuarauz,Directed,37334,,,2
ByronMu05401229,ecuarauz,Directed,37336,,,1
alegriasc50,KrystelisBack,Directed,37337,,,1
alegriasc50,PatricioAlarco2,Directed,37338,,,1
alegriasc50,ghidalgoandrade,Directed,37339,,,2
alegriasc50,FranYcaza,Directed,37340,,,1
alegriasc50,diegosalgadorib,Directed,37341,,,1
alegriasc50,LassoGuillermo,Directed,37342,,,1
alegriasc50,henrypinela,Directed,37344,,,1
NoeRicardoYana3,ecuarauz,Directed,37345,,,1
AlexisSanchezEC,jpjaramillo25,Directed,37346,,,1
AlexisSanchezEC,ecuarauz,Directed,37347,,,6
AlexisSanchezEC,groninty,Directed,37352,,,1
AlexisSanchezEC,LassoGuillermo,Directed,37353,,,1
epavelmo,artumoscoso,Directed,37355,,,1
pelui2013,ecuarauz,Directed,37356,,,17
pelui2013,literatango,Directed,37359,,,2
pelui2013,RuthdelSalto,Directed,37361,,,1
pelui2013,zeta_miguel,Directed,37363,,,1
pelui2013,OrlandoPerezEC,Directed,37365,,,1
pelui2013,cnegobec,Directed,37366,,,1
pelui2013,jpjaramillo25,Directed,37367,,,1
pelui2013,JCPC_89,Directed,37369,,,1
pelui2013,LuisaMaldonadoM,Directed,37371,,,1
pelui2013,RutaKritica,Directed,37372,,,1
pelui2013,LassoGuillermo,Directed,37373,,,1
pelui2013,marcelaguinaga,Directed,37374,,,5
pelui2013,NuriaButina,Directed,37381,,,1
pelui2013,mabsegovia,Directed,37382,,,1
pelui2013,Francesco0996,Directed,37389,,,1
pelui2013,alfreserramanci,Directed,37391,,,1
pelui2013,KinttoLucas,Directed,37392,,,1
pelui2013,CompromisoRC,Directed,37393,,,1
pelui2013,MashiRafael,Directed,37395,,,1
Fanarula,ecuarauz,Directed,37396,,,3
Fanarula,literatango,Directed,37397,,,2
Fanarula,RuthdelSalto,Directed,37399,,,1
Fanarula,marcelaguinaga,Directed,37402,,,1
Fanarula,xaguilarv,Directed,37403,,,1
Fanarula,juanfervelasco,Directed,37404,,,1
Marchel97944300,MemeBipoIar,Directed,37405,,,1
Marchel97944300,ElSabiolecente,Directed,37406,,,1
ArandaXavier16,Belliiisima89,Directed,37407,,,1
melisa_mejia84,Danilosaavedr1,Directed,37408,,,1
fhiliportega,cafedeterelover,Directed,37409,,,1
Proferenan,ecuarauz,Directed,37410,,,2
AdrisVCR,NoMasTernurita,Directed,37412,,,1
AdrisVCR,ecuarauz,Directed,37413,,,1
lrsaa,monadeurdesa,Directed,37414,,,1
lrsaa,LuisaMaldonadoM,Directed,37415,,,1
lrsaa,xaguilarv,Directed,37416,,,1
lrsaa,juanfervelasco,Directed,37417,,,1
lrsaa,mrjohnkeating,Directed,37418,,,1
lrsaa,roycete,Directed,37419,,,1
lrsaa,ecuarauz,Directed,37420,,,3
lrsaa,marcelaguinaga,Directed,37422,,,3
lrsaa,wilfridolaz,Directed,37426,,,1
Mangel_VR,Caro_Rovayo,Directed,37427,,,1
jorgemuno,MariaBelenArro1,Directed,37428,,,2
jorgemuno,RuthdelSalto,Directed,37429,,,1
jorgemuno,carlossagnay,Directed,37431,,,1
jorgemuno,elcomerciocom,Directed,37432,,,2
jorgemuno,MaJosefaCoronel,Directed,37433,,,1
jorgemuno,el_telegrafo,Directed,37435,,,1
jorgemuno,dieguitocazar,Directed,37436,,,1
jorgemuno,christianzr,Directed,37437,,,1
jorgemuno,ecuarauz,Directed,37438,,,1
ArchivoCONA,FranciscaMorej1,Directed,37439,,,1
ArchivoCONA,viancafran,Directed,37440,,,1
ChrisGFA,victorina100pre,Directed,37441,,,1
ChrisGFA,mariasolborja,Directed,37442,,,1
ChrisGFA,veronicaneirar,Directed,37443,,,1
ChrisGFA,yakuperezg,Directed,37444,,,1
fercho4ortiz,KinttoLucas,Directed,37445,,,1
fercho4ortiz,IsmaelUlloaEc,Directed,37446,,,1
fercho4ortiz,ecuarauz,Directed,37447,,,4
fercho4ortiz,jpjaramillo25,Directed,37448,,,1
fercho4ortiz,JCPC_89,Directed,37451,,,1
QuishpeDonoso,ecuarauz,Directed,37453,,,1
ZaidaLorenaRP,ecuarauz,Directed,37454,,,5
ZaidaLorenaRP,marcelaguinaga,Directed,37456,,,2
mariorodriguezm,EliasVinuezaR,Directed,37461,,,1
fernandopazc,ElSabiolecente,Directed,37462,,,1
fernandopazc,andrespretzel,Directed,37463,,,1
abjaimepozo,ecuarauz,Directed,37464,,,1
christianfab07,ecuarauz,Directed,37465,,,4
c_gallardo_l,NoMasTernurita,Directed,37469,,,1
c_gallardo_l,christianzr,Directed,37470,,,1
c_gallardo_l,ecuarauz,Directed,37471,,,1
KarlaLRamon,xhervas,Directed,37472,,,1
KarlaLRamon,SalimZaidan,Directed,37473,,,1
KarlaLRamon,MaJosefaCoronel,Directed,37474,,,1
KarlaLRamon,mariasolborja,Directed,37475,,,1
KarlaLRamon,Guayaco__2020,Directed,37476,,,1
KarlaLRamon,Belliiisima89,Directed,37477,,,1
KarlaLRamon,Napaly12,Directed,37478,,,1
Polin03639765,yakuperezg,Directed,37479,,,1
EkitaLinda,MashiRafael,Directed,37480,,,1
EkitaLinda,Maliz0512,Directed,37481,,,1
EkitaLinda,pameaguirre1,Directed,37482,,,1
EkitaLinda,ecuarauz,Directed,37483,,,1
Patrici65735968,ecuarauz,Directed,37484,,,2
Patrici65735968,mabsegovia,Directed,37485,,,1
Patrici65735968,robinrobles,Directed,37487,,,1
Patrici65735968,cnegobec,Directed,37488,,,1
v4li3nte,KarolNorona,Directed,37489,,,1
v4li3nte,vilmavargasva,Directed,37490,,,1
bayasbs,ecuarauz,Directed,37491,,,2
RomperSilencio,Jacky_EC,Directed,37493,,,1
RomperSilencio,ecuarauz,Directed,37494,,,9
RomperSilencio,SDegreace,Directed,37497,,,2
RomperSilencio,alferdez,Directed,37498,,,1
RomperSilencio,GabrielaEsPais,Directed,37500,,,1
RomperSilencio,amandaasubiar,Directed,37503,,,1
RomperSilencio,xaguilarv,Directed,37504,,,1
RomperSilencio,juanfervelasco,Directed,37505,,,1
RomperSilencio,jpjaramillo25,Directed,37506,,,2
RomperSilencio,marcelaguinaga,Directed,37510,,,4
RomperSilencio,LassoGuillermo,Directed,37513,,,1
RomperSilencio,LuisaMaldonadoM,Directed,37515,,,1
RomperSilencio,ArauzRabascall,Directed,37518,,,1
unmas666,vilmavargasva,Directed,37519,,,1
unmas666,MaJosefaCoronel,Directed,37520,,,1
pgbv1170,ecuarauz,Directed,37521,,,1
ImaraSexing,AlbertoAlexader,Directed,37522,,,1
ImaraSexing,mariasolborja,Directed,37523,,,1
ImaraSexing,mariemolia,Directed,37524,,,1
ImaraSexing,Guayaco__2020,Directed,37525,,,1
ImaraSexing,kevin_123789,Directed,37526,,,1
ImaraSexing,ElSabiolecente,Directed,37527,,,1
ImaraSexing,NicoleChasin,Directed,37528,,,1
oskar33zc,IsmaelUlloaEc,Directed,37529,,,1
oskar33zc,soleangusfr,Directed,37530,,,1
oskar33zc,MaiadelC,Directed,37531,,,1
oskar33zc,jlzgenovez,Directed,37532,,,1
jorgethefeather,ecuarauz,Directed,37533,,,2
AldasJuan,ecuarauz,Directed,37535,,,10
AldasJuan,GabrielaEsPais,Directed,37536,,,1
AldasJuan,marcelaguinaga,Directed,37538,,,2
AldasJuan,literatango,Directed,37539,,,1
AldasJuan,alfreserramanci,Directed,37541,,,1
AldasJuan,PaolaCabezasC,Directed,37548,,,1
Chrisjav_9,MemeBipoIar,Directed,37551,,,1
Chrisjav_9,MaJosefaCoronel,Directed,37552,,,1
AlexaVillenaG_,Jotaefel,Directed,37553,,,1
ma_guaman,ecuarauz,Directed,37554,,,1
SofiCabreraEs,DeMenteUIO,Directed,37555,,,1
Marxs1982,Daniela02478581,Directed,37556,,,1
Marxs1982,Pandeyuca100,Directed,37557,,,1
Marxs1982,LassoGuillermo,Directed,37558,,,1
Marxs1982,yakuperezg,Directed,37559,,,1
RafaelBSilvaP,ecuadorverifica,Directed,37560,,,1
RafaelBSilvaP,isidroromero_c,Directed,37561,,,1
RafaelBSilvaP,Lolel,Directed,37562,,,1
RafaelBSilvaP,yakuperezg,Directed,37563,,,1
RafaelBSilvaP,ecuarauz,Directed,37564,,,1
RafaelBSilvaP,CriteriosEc,Directed,37565,,,1
BasantesEsteban,luistirira,Directed,37566,,,1
BasantesEsteban,yakuperezg,Directed,37567,,,1
BasantesEsteban,ChristianCerte,Directed,37568,,,1
freddyecu,marcelaguinaga,Directed,37569,,,1
freddyecu,ecuarauz,Directed,37570,,,2
freddyecu,literatango,Directed,37571,,,1
VICTORHORTEGAS,artumoscoso,Directed,37573,,,1
patosamaniego,CesarGonzagaA,Directed,37574,,,1
patosamaniego,ecuarauz,Directed,37575,,,1
rokeritoalejo,anaamalena,Directed,37576,,,1
mt_serrano,GabrielaEsPais,Directed,37577,,,1
mt_serrano,mabsegovia,Directed,37578,,,1
mt_serrano,ecuarauz,Directed,37579,,,3
mt_serrano,IsmaelUlloaEc,Directed,37580,,,3
mt_serrano,KinttoLucas,Directed,37583,,,1
mt_serrano,JCPC_89,Directed,37585,,,1
SoyCarlosBailon,elcomerciocom,Directed,37587,,,1
SoyCarlosBailon,Melicruza,Directed,37588,,,1
nsicanor,SDegreace,Directed,37589,,,1
nsicanor,ecuarauz,Directed,37590,,,6
nsicanor,solbuendia,Directed,37591,,,1
nsicanor,AXEA65,Directed,37595,,,1
nsicanor,mabsegovia,Directed,37597,,,1
Huirachuro,wilfridolaz,Directed,37599,,,1
Huirachuro,yakuperezg,Directed,37600,,,1
Huirachuro,ecuarauz,Directed,37601,,,3
Huirachuro,LuisaMaldonadoM,Directed,37603,,,1
Huirachuro,rcuero68,Directed,37604,,,1
Huirachuro,soleangusfr,Directed,37606,,,1
IvnPanchi2,ecuarauz,Directed,37607,,,1
IvnPanchi2,marcelaguinaga,Directed,37608,,,1
DarwinRoblesG,ecuarauz,Directed,37609,,,1
DarwinRoblesG,FrankSamaniegoM,Directed,37610,,,1
danielnarvaezj,dieguitocazar,Directed,37611,,,1
Edu_Bonilla,LassoSX,Directed,37612,,,1
mauricioavilac,artumoscoso,Directed,37613,,,3
Krito_Martinez,Belliiisima89,Directed,37616,,,1
Krito_Martinez,TheNowhereGirl_,Directed,37617,,,1
MerlinaThoth,artumoscoso,Directed,37618,,,1
LosRioSURgente,ecuarauz,Directed,37619,,,4
forosaludec,DesafioDerechos,Directed,37623,,,1
gova_naci,ecuarauz,Directed,37624,,,1
gova_naci,literatango,Directed,37625,,,1
gova_naci,RuthdelSalto,Directed,37626,,,1
RankingEcuador,GuillermoCeli,Directed,37627,,,1
EDDY_B86,elcomerciocom,Directed,37628,,,1
AlvaroGarces102,ecuarauz,Directed,37629,,,1
Xavier6car,Monchiito_,Directed,37630,,,1
Xavier6car,jimmyale17,Directed,37631,,,1
JuanDiegoIzqM,cnegobec,Directed,37632,,,1
MarioSuka108,ecuarauz,Directed,37633,,,1
FaustoCoboM3,LassoSX,Directed,37634,,,1
FaustoCoboM3,EstebanNoboaC,Directed,37635,,,1
FaustoCoboM3,dieguitocazar,Directed,37636,,,1
FaustoCoboM3,PatricioAlarco2,Directed,37637,,,1
xXfrankapola,MelaMorocho11,Directed,37638,,,1
MaGabriela0101,ecuarauz,Directed,37639,,,2
OmairaMendez19,ecuarauz,Directed,37641,,,3
iiblackrose,ninaloyola15,Directed,37644,,,1
damesionh,MemeBipoIar,Directed,37645,,,1
damesionh,ElSabiolecente,Directed,37646,,,1
miguelmerom,ecuarauz,Directed,37647,,,2
miguelmerom,MashiRafael,Directed,37648,,,1
AndreEcu90,ecuarauz,Directed,37650,,,1
MaGaSaCe,profeyque,Directed,37651,,,1
MaGaSaCe,MaJosefaCoronel,Directed,37652,,,1
santycuvi,mrjohnkeating,Directed,37653,,,1
Falcom61,PepeAV7,Directed,37654,,,1
Miguelo_AC,artumoscoso,Directed,37655,,,1
Miguelo_AC,LaPosta_Ecu,Directed,37656,,,1
gleigh81,JuanPHidalgoC,Directed,37657,,,1
barcepor,SDegreace,Directed,37658,,,1
barcepor,ecuarauz,Directed,37659,,,2
barcepor,famunozmino,Directed,37660,,,1
barcepor,marcelaguinaga,Directed,37662,,,1
IkerGuzmn10,pilar_ibarra80,Directed,37663,,,1
palulaom1999,LostInWorlds_,Directed,37664,,,1
palulaom1999,BetoSebas7,Directed,37665,,,1
palulaom1999,mariasolborja,Directed,37666,,,2
jt_palma,andrespretzel,Directed,37668,,,1
jt_palma,GuillermoCeli,Directed,37669,,,1
jt_palma,ecuadorprensaec,Directed,37670,,,1
jt_palma,MemeBipoIar,Directed,37671,,,1
jualomal2,ecuarauz,Directed,37672,,,14
jualomal2,wilfridolaz,Directed,37673,,,1
jualomal2,yakuperezg,Directed,37674,,,1
jualomal2,ArauzRabascall,Directed,37676,,,1
jualomal2,CompromisoRC,Directed,37677,,,2
jualomal2,zeta_miguel,Directed,37678,,,1
jualomal2,NuriaButina,Directed,37680,,,1
jualomal2,AXEA65,Directed,37681,,,1
jualomal2,LuisCubillosGye,Directed,37683,,,1
jualomal2,cendemocratico,Directed,37686,,,1
jualomal2,UNESECUADOR,Directed,37687,,,1
jualomal2,marcelaguinaga,Directed,37688,,,2
jualomal2,MaiadelC,Directed,37691,,,1
jualomal2,ACampanaRemache,Directed,37698,,,1
jualomal2,jpjaramillo25,Directed,37699,,,1
jualomal2,marcelaholguin,Directed,37700,,,1
Fcojjb,JuanSAguilar61,Directed,37703,,,1
Fcojjb,GKecuador,Directed,37704,,,1
joselandin86,LizzyBor9,Directed,37705,,,1
UNESLOJA,ecuarauz,Directed,37706,,,5
UNESLOJA,ArauzRabascall,Directed,37710,,,1
UNESLOJA,CompromisoRC,Directed,37711,,,1
Jorgcaceres,ecuarauz,Directed,37713,,,2
Jorgcaceres,t_mendizabal,Directed,37715,,,1
perico18,Oe_Gorda,Directed,37716,,,1
risasbuenas1,ecuarauz,Directed,37717,,,20
risasbuenas1,literatango,Directed,37719,,,1
risasbuenas1,IsmaelUlloaEc,Directed,37720,,,1
risasbuenas1,marcelaguinaga,Directed,37722,,,1
risasbuenas1,AXEA65,Directed,37725,,,1
risasbuenas1,CrisRivoluzione,Directed,37727,,,1
risasbuenas1,consuemary,Directed,37729,,,1
risasbuenas1,cendemocratico,Directed,37731,,,1
risasbuenas1,zeta_miguel,Directed,37732,,,1
risasbuenas1,FrankSamaniegoM,Directed,37734,,,1
risasbuenas1,GabrielaEsPais,Directed,37735,,,1
risasbuenas1,mabsegovia,Directed,37737,,,1
risasbuenas1,KinttoLucas,Directed,37739,,,1
risasbuenas1,CompromisoRC,Directed,37740,,,1
risasbuenas1,MashiRafael,Directed,37742,,,1
risasbuenas1,JCPC_89,Directed,37749,,,1
BELANANAANA,ecuarauz,Directed,37752,,,6
BELANANAANA,solbuendia,Directed,37753,,,2
BELANANAANA,mrjohnkeating,Directed,37755,,,2
BELANANAANA,IsmaelUlloaEc,Directed,37756,,,1
BELANANAANA,GabrielaEsPais,Directed,37757,,,1
BELANANAANA,marcelaguinaga,Directed,37764,,,1
ah_caray15,solbuendia,Directed,37765,,,1
ah_caray15,ecuarauz,Directed,37766,,,2
ah_caray15,RutaKritica,Directed,37767,,,1
ah_caray15,amapolanaranjo,Directed,37768,,,1
ah_caray15,Sandinin,Directed,37769,,,1
ah_caray15,somos_rc,Directed,37770,,,1
ah_caray15,marcelaguinaga,Directed,37771,,,1
ah_caray15,EstebanMeloG,Directed,37772,,,1
ah_caray15,az1_ecuador,Directed,37773,,,1
ah_caray15,MonicaAlemanM,Directed,37774,,,1
ah_caray15,edwinjarrin,Directed,37775,,,1
ah_caray15,juanfervelasco,Directed,37776,,,1
EvaRoco,ecuarauz,Directed,37778,,,2
EvaRoco,marcelaguinaga,Directed,37779,,,2
SurgenteElOro,ecuarauz,Directed,37782,,,1
frankjbermeo,luistirira,Directed,37783,,,1
frankjbermeo,elcomerciocom,Directed,37784,,,1
frankjbermeo,AlexisAlava,Directed,37785,,,1
frankjbermeo,chrissvid,Directed,37786,,,1
Chontacuro2,ecuarauz,Directed,37787,,,8
Chontacuro2,rcuero68,Directed,37791,,,1
Chontacuro2,marcelaguinaga,Directed,37796,,,1
lozadajohan,mrjohnkeating,Directed,37797,,,1
lozadajohan,ecuarauz,Directed,37798,,,1
Laplenaa1,zeta_miguel,Directed,37799,,,1
Laplenaa1,ecuarauz,Directed,37800,,,3
Laplenaa1,pameaguirre1,Directed,37801,,,1
Laplenaa1,jimmyale17,Directed,37803,,,1
Laplenaa1,IsmaelUlloaEc,Directed,37804,,,2
Laplenaa1,literatango,Directed,37806,,,1
Laplenaa1,Guayaco__2020,Directed,37808,,,1
Laplenaa1,marcelaguinaga,Directed,37809,,,1
EdisonN01,IsmaelUlloaEc,Directed,37810,,,1
EdisonN01,MarioloOrtegaL,Directed,37811,,,1
Nelson16680139,ecuarauz,Directed,37812,,,2
spawnotz,renataxxlove,Directed,37814,,,1
PlayasSuma,verosevillaec,Directed,37815,,,5
PlayasSuma,GuillermoCeli,Directed,37816,,,6
armand103,ecuarauz,Directed,37826,,,1
fernuto2001,ecuarauz,Directed,37827,,,5
maxlascano,t_mendizabal,Directed,37832,,,1
maxlascano,ecuarauz,Directed,37833,,,1
Delpucas,SDegreace,Directed,37834,,,1
Delpucas,LuisaMaldonadoM,Directed,37835,,,1
Delpucas,marcelaguinaga,Directed,37836,,,1
Delpucas,JCPC_89,Directed,37837,,,1
Delpucas,ecuarauz,Directed,37838,,,1
mapaula25,ecuarauz,Directed,37839,,,1
Lindayesita,artumoscoso,Directed,37840,,,1
otravezabril,groninty,Directed,37841,,,1
otravezabril,juanfervelasco,Directed,37842,,,1
e_suarezr,YuceOrtiz,Directed,37843,,,1
DenisseJoyce,PepeAV7,Directed,37844,,,1
Gaby09217036,literatango,Directed,37845,,,1
jcarreraandrade,zusmara,Directed,37846,,,1
promerog,geovanni_atari,Directed,37847,,,1
promerog,ecuadorverifica,Directed,37848,,,1
promerog,ecuarauz,Directed,37849,,,1
katsssm,PepeAV7,Directed,37850,,,1
juankvv,ecuarauz,Directed,37851,,,13
juankvv,GabrielaEsPais,Directed,37853,,,1
juankvv,CompromisoRC,Directed,37854,,,1
juankvv,ArauzRabascall,Directed,37856,,,1
juankvv,marcelaguinaga,Directed,37857,,,5
juankvv,FernandoCasadoG,Directed,37858,,,1
juankvv,FrankSamaniegoM,Directed,37860,,,1
juankvv,maxlascano,Directed,37861,,,1
juankvv,AXEA65,Directed,37865,,,1
juankvv,KinttoLucas,Directed,37867,,,2
juankvv,mabsegovia,Directed,37869,,,1
juankvv,RutaKritica,Directed,37872,,,1
juankvv,LassoGuillermo,Directed,37873,,,1
juankvv,JCPC_89,Directed,37878,,,1
juankvv,mateoizquierd0,Directed,37881,,,1
juankvv,OrlandoPerezEC,Directed,37882,,,1
juankvv,cnegobec,Directed,37883,,,1
esperan76589449,OvejitaOvejuna,Directed,37885,,,1
esperan76589449,ecuarauz,Directed,37886,,,2
esperan76589449,KinttoLucas,Directed,37888,,,1
esperan76589449,MaiadelC,Directed,37889,,,1
esperan76589449,mariemolia,Directed,37890,,,1
isamor007,ecuarauz,Directed,37891,,,3
isamor007,amandaasubiar,Directed,37893,,,1
isamor007,AlmaMiaEcu,Directed,37894,,,1
isamor007,LEXKANDER,Directed,37895,,,1
isamor007,Chulla515,Directed,37897,,,1
crisj96,valecrst,Directed,37898,,,1
crisj96,Andrewg09,Directed,37899,,,1
crisj96,ReinoldsL,Directed,37900,,,1
crisj96,MemeBipoIar,Directed,37901,,,1
crisj96,sito_mon,Directed,37902,,,1
crisj96,ElSabiolecente,Directed,37903,,,2
crisj96,PepeAV7,Directed,37904,,,1
crisj96,AlbertoAlexader,Directed,37905,,,1
crisj96,aljoanm_,Directed,37907,,,1
crisj96,Monchiito_,Directed,37908,,,1
crisj96,MaJosefaCoronel,Directed,37909,,,1
crisj96,Guayaco__2020,Directed,37910,,,1
crisj96,Melicruza,Directed,37911,,,1
crisj96,mariemolia,Directed,37912,,,1
crisj96,NandoBastias,Directed,37913,,,1
natotronik,PalomeQ23,Directed,37914,,,1
natotronik,Galoenquito,Directed,37915,,,1
c67_nelson,GuillermoCeli,Directed,37916,,,9
c67_nelson,verosevillaec,Directed,37917,,,2
freddylee353,ecuarauz,Directed,37927,,,7
freddylee353,Jessy49867853,Directed,37928,,,1
freddylee353,ArauzRabascall,Directed,37930,,,1
freddylee353,Jacky_EC,Directed,37931,,,1
freddylee353,AXEA65,Directed,37933,,,1
freddylee353,GabrielaEsPais,Directed,37935,,,1
freddylee353,marielamona70,Directed,37938,,,1
freddylee353,MashiRafael,Directed,37940,,,1
CompromisoRC,ecuarauz,Directed,37941,,,18
CompromisoRC,OvejitaOvejuna,Directed,37942,,,2
CompromisoRC,cesbedon,Directed,37944,,,1
CompromisoRC,juanfervelasco,Directed,37945,,,2
CompromisoRC,SERCOPec,Directed,37946,,,1
CompromisoRC,lili_mr_3008,Directed,37950,,,1
CompromisoRC,FrankSamaniegoM,Directed,37951,,,1
CompromisoRC,KinttoLucas,Directed,37952,,,1
CompromisoRC,VickyDesintonio,Directed,37953,,,1
CompromisoRC,ArauzRabascall,Directed,37955,,,2
CompromisoRC,solbuendia,Directed,37956,,,1
CompromisoRC,GabrielaEsPais,Directed,37964,,,1
andresnn1,xhervas,Directed,37973,,,1
MateoTasiguano,ecuarauz,Directed,37974,,,1
isauro_salgado,el_telegrafo,Directed,37975,,,1
isauro_salgado,yakuperezg,Directed,37976,,,1
isauro_salgado,ecuarauz,Directed,37977,,,1
98Juanpi,Monchiito_,Directed,37978,,,1
BenGuerrero16,MashiRafael,Directed,37979,,,1
BenGuerrero16,solbuendia,Directed,37980,,,1
BenGuerrero16,ecuarauz,Directed,37981,,,2
BenGuerrero16,RutaKritica,Directed,37982,,,1
BenGuerrero16,az1_ecuador,Directed,37983,,,1
BenGuerrero16,edwinjarrin,Directed,37984,,,1
BenGuerrero16,amapolanaranjo,Directed,37985,,,1
BenGuerrero16,marcelaguinaga,Directed,37986,,,1
BenGuerrero16,MonicaAlemanM,Directed,37987,,,1
BenGuerrero16,Sandinin,Directed,37988,,,1
