Source,Target,Type,Id,Label,timeset,Weight
MarcoMacancela4,marcelaguinaga,Directed,7283,,,1
terriconcio,LaPao_delaVega,Directed,7284,,,1
terriconcio,ghidalgoandrade,Directed,7285,,,1
terriconcio,MaJosefaCoronel,Directed,7286,,,1
terriconcio,NoMasTernurita,Directed,7287,,,3
terriconcio,ecuarauz,Directed,7289,,,2
terriconcio,AndresVergara,Directed,7290,,,1
terriconcio,mariasolborja,Directed,7292,,,1
terriconcio,christianzr,Directed,7293,,,1
maracarhe_,LaPao_delaVega,Directed,7295,,,1
maracarhe_,mariasolborja,Directed,7296,,,2
maracarhe_,artumoscoso,Directed,7297,,,1
maracarhe_,SalimZaidan,Directed,7298,,,1
maracarhe_,maracarhe_,Directed,7299,,,1
MauMan84,ecuarauz,Directed,7301,,,1
GinaBermeo3,SDegreace,Directed,7302,,,1
GinaBermeo3,literatango,Directed,7303,,,1
GinaBermeo3,RuthdelSalto,Directed,7304,,,1
ramirovelacx,ecuarauz,Directed,7305,,,6
ramirovelacx,CotopaxiEsRC,Directed,7306,,,1
ramirovelacx,az1_ecuador,Directed,7311,,,1
TheTony22,ghidalgoandrade,Directed,7313,,,1
TheTony22,nicole_yagual1D,Directed,7314,,,1
TheTony22,moviehousepizza,Directed,7315,,,1
Gogku22Ramirez,vivianadvcu,Directed,7316,,,1
Gogku22Ramirez,ecuarauz,Directed,7317,,,2
doriseu,NuriaButina,Directed,7319,,,1
doriseu,ecuarauz,Directed,7320,,,11
doriseu,amandaasubiar,Directed,7321,,,1
doriseu,piedypv,Directed,7322,,,1
doriseu,RuthdelSalto,Directed,7323,,,1
doriseu,tomasrodri,Directed,7325,,,1
doriseu,SDegreace,Directed,7326,,,1
doriseu,ramiroaguilart,Directed,7327,,,1
doriseu,KinttoLucas,Directed,7328,,,5
doriseu,solbuendia,Directed,7329,,,1
doriseu,IsmaelUlloaEc,Directed,7331,,,6
doriseu,wilfridolaz,Directed,7332,,,1
doriseu,juanfervelasco,Directed,7333,,,1
doriseu,VAEJ94,Directed,7335,,,1
doriseu,pameaguirre1,Directed,7347,,,1
doriseu,FernandoCasadoG,Directed,7349,,,1
doriseu,jpjaramillo25,Directed,7351,,,1
doriseu,marielamona70,Directed,7353,,,1
doriseu,MashiRafael,Directed,7355,,,1
doriseu,Jacky_EC,Directed,7357,,,1
sigridvasconez,LaPao_delaVega,Directed,7358,,,1
sigridvasconez,lahoraecuador,Directed,7359,,,1
sigridvasconez,cesarmontufar,Directed,7360,,,1
sigridvasconez,MemeBipoIar,Directed,7361,,,2
sigridvasconez,CEDENMA,Directed,7362,,,1
sigridvasconez,alambiente_ec,Directed,7363,,,1
sigridvasconez,La_chica_velcro,Directed,7365,,,1
sigridvasconez,GKecuador,Directed,7366,,,1
sigridvasconez,mariasolborja,Directed,7367,,,1
sigridvasconez,Kary_g90,Directed,7368,,,1
LCarranco05,ramiroaguilart,Directed,7369,,,1
LCarranco05,AlmaMiaEcu,Directed,7370,,,1
LCarranco05,oro_negro26,Directed,7371,,,1
LCarranco05,ecuarauz,Directed,7372,,,10
LCarranco05,KinttoLucas,Directed,7373,,,2
LCarranco05,pameaguirre1,Directed,7374,,,1
LCarranco05,marcelaguinaga,Directed,7376,,,1
LCarranco05,WilsonMerinoR,Directed,7377,,,1
LCarranco05,DianaSierra_2,Directed,7378,,,1
LCarranco05,juanfervelasco,Directed,7380,,,1
LCarranco05,solbuendia,Directed,7381,,,1
LCarranco05,IsmaelUlloaEc,Directed,7384,,,1
LCarranco05,ArauzRabascall,Directed,7385,,,1
LCarranco05,Arauz_Rabascall,Directed,7386,,,1
LCarranco05,SebastinZiga13,Directed,7387,,,1
LCarranco05,JCPC_89,Directed,7390,,,1
LCarranco05,NuriaButina,Directed,7393,,,1
LCarranco05,LuisaMaldonadoM,Directed,7396,,,1
RaulMoncayo5,ariannatancam,Directed,7397,,,1
RaulMoncayo5,Monchiito_,Directed,7398,,,1
RaulMoncayo5,artumoscoso,Directed,7399,,,1
RaulMoncayo5,ghidalgoandrade,Directed,7400,,,2
RaulMoncayo5,PatricioAlarco2,Directed,7401,,,3
RaulMoncayo5,dieguitocazar,Directed,7402,,,1
RaulMoncayo5,diegosalgadorib,Directed,7405,,,1
RaulMoncayo5,LassoGuillermo,Directed,7406,,,1
RaulMoncayo5,MaJosefaCoronel,Directed,7407,,,1
dieguitocazar,LaPao_delaVega,Directed,7409,,,1
dieguitocazar,mariasolborja,Directed,7410,,,1
Icelym_Oviedo,paulitagran,Directed,7411,,,1
Icelym_Oviedo,ecuadorprensaec,Directed,7412,,,1
CarlotaJimene6,AlmaMiaEcu,Directed,7413,,,1
CarlotaJimene6,ecuarauz,Directed,7414,,,4
CarlotaJimene6,literatango,Directed,7416,,,1
CarlotaJimene6,RuthdelSalto,Directed,7417,,,1
CarlotaJimene6,luly_alban,Directed,7419,,,1
CarlotaJimene6,mabsegovia,Directed,7420,,,1
GaboFlo89,Gabriellnova,Directed,7422,,,1
MarcoNavarroB,avilanieto,Directed,7423,,,4
MarcoNavarroB,JohnMachado86,Directed,7424,,,5
MarcoNavarroB,MarcoNavarroB,Directed,7425,,,4
MarcoNavarroB,Crismorarios,Directed,7426,,,2
MarcoNavarroB,LaTrinqa,Directed,7433,,,2
callado1972,AlmaMiaEcu,Directed,7440,,,1
callado1972,tamayo95se,Directed,7441,,,1
callado1972,luly_alban,Directed,7442,,,1
callado1972,ecuarauz,Directed,7443,,,10
callado1972,NuriaButina,Directed,7444,,,2
callado1972,MashiRafael,Directed,7446,,,1
callado1972,Belliiisima89,Directed,7447,,,1
callado1972,literatango,Directed,7449,,,2
callado1972,RuthdelSalto,Directed,7450,,,1
callado1972,VickyDesintonio,Directed,7452,,,1
callado1972,ArauzRabascall,Directed,7455,,,1
callado1972,wilfridolaz,Directed,7456,,,1
callado1972,juanfervelasco,Directed,7457,,,1
callado1972,amandaasubiar,Directed,7458,,,1
callado1972,marcelaguinaga,Directed,7459,,,1
callado1972,zeta_miguel,Directed,7460,,,1
callado1972,marcelaholguin,Directed,7462,,,1
callado1972,mabsegovia,Directed,7466,,,1
oskrjara,Robergansitos,Directed,7469,,,1
oskrjara,GilbertTamez,Directed,7470,,,1
oskrjara,OtilioChavez3,Directed,7471,,,1
oskrjara,joan_pablobe,Directed,7472,,,1
oskrjara,cony_ruiz32,Directed,7473,,,1
oskrjara,judithbrito49,Directed,7474,,,1
oskrjara,Melicruza,Directed,7475,,,1
aLittle_rex,xhervas,Directed,7476,,,1
BenitoTapin,KinttoLucas,Directed,7477,,,3
BenitoTapin,oro_negro26,Directed,7478,,,1
BenitoTapin,ramiroaguilart,Directed,7479,,,1
BenitoTapin,AXEA65,Directed,7480,,,1
BenitoTapin,ecuarauz,Directed,7481,,,2
BenitoTapin,marcelaguinaga,Directed,7485,,,1
ioOsRd8ShCI5k4Y,FrankSamaniegoM,Directed,7486,,,1
ioOsRd8ShCI5k4Y,ecuarauz,Directed,7487,,,2
ioOsRd8ShCI5k4Y,wilfridolaz,Directed,7488,,,1
ioOsRd8ShCI5k4Y,ArauzRabascall,Directed,7489,,,1
ioOsRd8ShCI5k4Y,marcelaguinaga,Directed,7490,,,1
ioOsRd8ShCI5k4Y,isidroromero_c,Directed,7491,,,1
ioOsRd8ShCI5k4Y,yakuperezg,Directed,7492,,,1
allannapa20,Guayaco__2020,Directed,7494,,,1
renan873,ecuarauz,Directed,7495,,,1
salazarstalin,CompromisoRC,Directed,7496,,,1
salazarstalin,ecuarauz,Directed,7497,,,9
salazarstalin,NuriaButina,Directed,7498,,,1
salazarstalin,MashiRafael,Directed,7500,,,1
salazarstalin,maxlascano,Directed,7506,,,1
Dxniiel_Olaya,Gabriellnova,Directed,7509,,,1
Dxniiel_Olaya,artumoscoso,Directed,7510,,,1
almeidamario55,SDegreace,Directed,7511,,,4
almeidamario55,amandaasubiar,Directed,7512,,,1
almeidamario55,xaguilarv,Directed,7513,,,3
almeidamario55,Rebelde2020Mai,Directed,7514,,,1
almeidamario55,Pipo1178,Directed,7515,,,1
almeidamario55,LucioGutierrez3,Directed,7516,,,2
almeidamario55,VickyDesintonio,Directed,7517,,,1
almeidamario55,ecuarauz,Directed,7518,,,10
almeidamario55,monadeurdesa,Directed,7519,,,1
almeidamario55,omaridrovo,Directed,7521,,,1
almeidamario55,cnegobec,Directed,7522,,,1
almeidamario55,wilfridolaz,Directed,7523,,,2
almeidamario55,oro_negro26,Directed,7524,,,2
almeidamario55,yakuperezg,Directed,7526,,,1
almeidamario55,MaiadelC,Directed,7527,,,2
almeidamario55,AXEA65,Directed,7528,,,2
almeidamario55,soleangusfr,Directed,7529,,,1
almeidamario55,piedypv,Directed,7530,,,1
almeidamario55,RuthdelSalto,Directed,7531,,,1
almeidamario55,groninty,Directed,7534,,,1
almeidamario55,LassoGuillermo,Directed,7535,,,1
almeidamario55,KinttoLucas,Directed,7536,,,1
almeidamario55,mrjohnkeating,Directed,7538,,,1
almeidamario55,JhomaGavilanes,Directed,7541,,,1
almeidamario55,IsmaelUlloaEc,Directed,7545,,,1
almeidamario55,juanfervelasco,Directed,7547,,,1
almeidamario55,FernandoCasadoG,Directed,7550,,,1
almeidamario55,isidroromero_c,Directed,7553,,,1
almeidamario55,Jacky_EC,Directed,7557,,,1
paula_ecu,IsmaelUlloaEc,Directed,7559,,,1
paula_ecu,jpjaramillo25,Directed,7560,,,1
paula_ecu,GKecuador,Directed,7561,,,1
paula_ecu,ecuadorverifica,Directed,7562,,,1
paula_ecu,VAEJ94,Directed,7563,,,1
paula_ecu,ecuarauz,Directed,7564,,,2
paula_ecu,DianaSierra_2,Directed,7565,,,1
paula_ecu,juanfervelasco,Directed,7567,,,1
AguantEkuador,ghidalgoandrade,Directed,7568,,,1
AguantEkuador,vilmavargasva,Directed,7569,,,1
AguantEkuador,pichinchauniver,Directed,7570,,,1
kintriago22,RichardIntriago,Directed,7571,,,1
GilcesJohan,paulitagran,Directed,7572,,,1
GilcesJohan,ecuadorprensaec,Directed,7573,,,1
GilcesJohan,Guayaco__2020,Directed,7574,,,1
JairoGarrido26,DamarisIntriago,Directed,7575,,,1
JairoGarrido26,ecuarauz,Directed,7576,,,8
JairoGarrido26,tamayo95se,Directed,7577,,,1
JairoGarrido26,ROBERTOHOPS,Directed,7578,,,1
JairoGarrido26,IsmaelUlloaEc,Directed,7579,,,3
JairoGarrido26,amandaasubiar,Directed,7585,,,1
JairoGarrido26,marcelaguinaga,Directed,7586,,,5
JairoGarrido26,vilmavargasva,Directed,7587,,,1
JairoGarrido26,MaiadelC,Directed,7588,,,2
momarca3,JefeUrbano,Directed,7598,,,1
mauriat_g,Napaly12,Directed,7599,,,1
mauriat_g,JefeUrbano,Directed,7600,,,1
mauriat_g,kevin_123789,Directed,7601,,,1
mauriat_g,willowvxnte,Directed,7602,,,1
mauriat_g,Guayaco__2020,Directed,7603,,,1
mauriat_g,ElSabiolecente,Directed,7604,,,1
miri_auqui,maracarhe_,Directed,7605,,,1
miri_auqui,peter7room,Directed,7606,,,1
miri_auqui,ecuadortr,Directed,7607,,,1
miri_auqui,j_nnes,Directed,7608,,,1
miri_auqui,chamorro_cindhy,Directed,7609,,,1
Maria_DuarteP,xaguilarv,Directed,7610,,,2
Maria_DuarteP,XimenaPena1,Directed,7611,,,2
Maria_DuarteP,Lenin,Directed,7612,,,1
Maria_DuarteP,ecuarauz,Directed,7613,,,5
Maria_DuarteP,ArauzRabascall,Directed,7614,,,1
Maria_DuarteP,ramiroaguilart,Directed,7615,,,1
Maria_DuarteP,fabriciovelav,Directed,7616,,,1
Maria_DuarteP,TMT30_,Directed,7617,,,1
Maria_DuarteP,literatango,Directed,7618,,,1
Maria_DuarteP,CrisRoseroR,Directed,7619,,,1
Maria_DuarteP,alexismoncayo,Directed,7620,,,1
Maria_DuarteP,JacoboG_Ecu,Directed,7621,,,1
Maria_DuarteP,IsmaelUlloaEc,Directed,7622,,,3
Maria_DuarteP,CompromisoRC,Directed,7628,,,1
Maria_DuarteP,maxlascano,Directed,7632,,,1
Maria_DuarteP,Jacky_EC,Directed,7633,,,1
Maria_DuarteP,KinttoLucas,Directed,7634,,,1
GayTomat0,ecuadorprensaec,Directed,7635,,,1
GayTomat0,Chulla515,Directed,7636,,,1
GayTomat0,NicoleChasin,Directed,7637,,,1
GayTomat0,MaJosefaCoronel,Directed,7638,,,1
GayTomat0,mariemolia,Directed,7639,,,1
GayTomat0,Guayaco__2020,Directed,7640,,,2
GayTomat0,_jsac,Directed,7641,,,1
GayTomat0,Napaly12,Directed,7642,,,1
GayTomat0,IsmaelUlloaEc,Directed,7643,,,1
GayTomat0,jimmyale17,Directed,7644,,,1
GayTomat0,sito_mon,Directed,7645,,,1
GayTomat0,JefeUrbano,Directed,7646,,,1
GayTomat0,nicole_yagual1D,Directed,7647,,,1
GayTomat0,Monchiito_,Directed,7648,,,1
GayTomat0,JayJayTi,Directed,7649,,,1
GayTomat0,ElSabiolecente,Directed,7650,,,1
GayTomat0,sybelmartinez,Directed,7651,,,1
GayTomat0,willowvxnte,Directed,7653,,,1
GayTomat0,paulitagran,Directed,7654,,,1
GayTomat0,Neoma_lun,Directed,7655,,,3
GayTomat0,LoloMino,Directed,7657,,,1
luchonGye,ecuarauz,Directed,7659,,,8
luchonGye,marcelaguinaga,Directed,7661,,,1
luchonGye,marielamona70,Directed,7662,,,1
luchonGye,MashiRafael,Directed,7664,,,1
luchonGye,Jacky_EC,Directed,7665,,,1
luchonGye,mabsegovia,Directed,7666,,,1
luchonGye,jpjaramillo25,Directed,7668,,,1
luchonGye,MateoMartinezAb,Directed,7670,,,1
luchonGye,mrjohnkeating,Directed,7672,,,1
luchonGye,radiolacalle,Directed,7673,,,1
luchonGye,angelargocom,Directed,7675,,,1
luchonGye,JCPC_89,Directed,7676,,,1
jorge001ramirez,LassoSX,Directed,7678,,,2
Ruizbarzoladan1,IsmaelUlloaEc,Directed,7680,,,3
Ruizbarzoladan1,KinttoLucas,Directed,7682,,,1
Ruizbarzoladan1,MaiadelC,Directed,7683,,,4
lis2208,IsraelPesantez,Directed,7688,,,1
Rubeneuro,cesbedon,Directed,7689,,,1
Rubeneuro,juanfervelasco,Directed,7690,,,1
Rubeneuro,SERCOPec,Directed,7691,,,1
Rubeneuro,mrjohnkeating,Directed,7692,,,3
Rubeneuro,ecuarauz,Directed,7695,,,1
Rubeneuro,EstebanOrtizMD,Directed,7696,,,1
Rubeneuro,groninty,Directed,7697,,,1
Rubeneuro,LassoGuillermo,Directed,7698,,,1
galoenrique,renataxxlove,Directed,7699,,,1
nmaitecalderon,Ana_Lorena_A,Directed,7700,,,1
nmaitecalderon,ajungbluth,Directed,7701,,,1
nmaitecalderon,el_telegrafo,Directed,7702,,,1
nmaitecalderon,yakuperezg,Directed,7703,,,1
nmaitecalderon,ecuarauz,Directed,7704,,,1
nmaitecalderon,paly_maria,Directed,7705,,,1
elosogozalez,mariemolia,Directed,7706,,,1
elosogozalez,FranYcaza,Directed,7707,,,1
elosogozalez,TheNowhereGirl_,Directed,7708,,,1
elosogozalez,VirusTota,Directed,7709,,,1
elosogozalez,Guayaco__2020,Directed,7710,,,1
elosogozalez,PepeAV7,Directed,7711,,,1
elosogozalez,christianzr,Directed,7712,,,1
elosogozalez,ecuarauz,Directed,7713,,,1
SinDogmaEcuador,yakuperezg,Directed,7714,,,5
SinDogmaEcuador,JustefytaLover,Directed,7719,,,1
adriferdl4,Gabriellnova,Directed,7720,,,1
adriferdl4,fabeyracuriel,Directed,7721,,,1
lycan7keops,AndreRomanP,Directed,7722,,,1
lycan7keops,Jonatha95087509,Directed,7723,,,1
lycan7keops,DeejayPansolin,Directed,7724,,,1
lycan7keops,MarceloramonMMD,Directed,7725,,,1
lycan7keops,Gabriellnova,Directed,7726,,,3
lycan7keops,RebecaMorla,Directed,7728,,,1
lycan7keops,CrissSegarra,Directed,7729,,,1
lycan7keops,literatango,Directed,7730,,,1
lycan7keops,radiolacalle,Directed,7731,,,2
lycan7keops,tefagonza27,Directed,7732,,,1
lycan7keops,MichuOrozco93,Directed,7733,,,1
lycan7keops,pjfreile,Directed,7734,,,1
lycan7keops,isidroromero_c,Directed,7736,,,2
lycan7keops,groninty,Directed,7738,,,1
lycan7keops,juanfervelasco,Directed,7739,,,1
Markoskar,groninty,Directed,7741,,,1
Markoskar,juanfervelasco,Directed,7742,,,3
Markoskar,jpjaramillo25,Directed,7743,,,2
Markoskar,MashiRafael,Directed,7744,,,1
Markoskar,SomosSemillaEc,Directed,7745,,,1
Markoskar,yakuperezg,Directed,7746,,,2
Markoskar,LassoGuillermo,Directed,7747,,,1
Markoskar,ecuarauz,Directed,7749,,,10
Markoskar,DateQuiteno,Directed,7750,,,1
Markoskar,ramiroaguilart,Directed,7752,,,1
Markoskar,FrankSamaniegoM,Directed,7753,,,1
Markoskar,GabrielaEsPais,Directed,7754,,,1
Markoskar,AXEA65,Directed,7755,,,2
Markoskar,DecioMachadoF,Directed,7759,,,3
Markoskar,MaiadelC,Directed,7760,,,6
Markoskar,IsmaelUlloaEc,Directed,7761,,,2
Markoskar,JairoGarrido26,Directed,7765,,,1
Markoskar,wilfridolaz,Directed,7768,,,1
Markoskar,FernandoCasadoG,Directed,7771,,,1
Markoskar,mabsegovia,Directed,7777,,,1
verosoficoronel,ecuadorprensaec,Directed,7783,,,1
Johannavelezv,JayJayTi,Directed,7784,,,1
maurohidalgo21,artumoscoso,Directed,7785,,,1
bichiyalguayaca,sybelmartinez,Directed,7786,,,1
biebsingularity,sybelmartinez,Directed,7787,,,1
elderrumbeteatr,IsmaelUlloaEc,Directed,7788,,,1
elderrumbeteatr,KinttoLucas,Directed,7789,,,1
daxcan90,Belliiisima89,Directed,7790,,,1
daxcan90,ecuarauz,Directed,7791,,,7
daxcan90,daxcan90,Directed,7792,,,5
daxcan90,MashiRafael,Directed,7793,,,6
daxcan90,rabascallcarlos,Directed,7795,,,6
daxcan90,pierinaescorrea,Directed,7796,,,5
daxcan90,GabrielaEsPais,Directed,7797,,,6
daxcan90,RicardoPatinoEC,Directed,7798,,,6
daxcan90,pabelml,Directed,7806,,,1
daxcan90,marcelaguinaga,Directed,7833,,,1
giugambarrotti,EtcGambarrotti,Directed,7834,,,1
Alex_75Ruano_R,SDegreace,Directed,7835,,,1
javiko45,GabrielaEsPais,Directed,7836,,,1
javiko45,AXEA65,Directed,7837,,,1
javiko45,ecuarauz,Directed,7838,,,4
hannabernal_1,andreitai,Directed,7842,,,1
bnbravo,LaPao_delaVega,Directed,7843,,,1
Miguel_L_E,Gabriellnova,Directed,7844,,,1
gemeloricardo1,xhervas,Directed,7845,,,1
gemeloricardo1,Pipo1178,Directed,7846,,,1
gemeloricardo1,artumoscoso,Directed,7847,,,2
gemeloricardo1,Belliiisima89,Directed,7848,,,1
gemeloricardo1,TMT30_,Directed,7849,,,1
mlpatinol,paulitagran,Directed,7851,,,1
mlpatinol,vilmavargasva,Directed,7852,,,1
DnisAndrad,ecuadorprensaec,Directed,7853,,,1
cmarcillo_1,MaiadelC,Directed,7854,,,1
cmarcillo_1,jpjaramillo25,Directed,7855,,,1
cmarcillo_1,LassoGuillermo,Directed,7856,,,1
pepebarbotog,ecuarauz,Directed,7857,,,2
malcivar11,ACampanaRemache,Directed,7859,,,2
malcivar11,xhervas,Directed,7860,,,14
malcivar11,GingerAlejandr0,Directed,7861,,,1
malcivar11,msjijon,Directed,7865,,,2
malcivar11,alfredovelazco,Directed,7867,,,1
malcivar11,ariana_gq,Directed,7868,,,1
malcivar11,ArtitudOfficial,Directed,7875,,,1
malcivar11,cnegobec,Directed,7879,,,1
malcivar11,SalaDePrensaEc,Directed,7880,,,1
malcivar11,RonnyHC20,Directed,7881,,,1
miguelon_1992,IsmaelUlloaEc,Directed,7884,,,3
miguelon_1992,isidroromero_c,Directed,7885,,,1
miguelon_1992,yakuperezg,Directed,7886,,,2
miguelon_1992,sebasdeliga,Directed,7887,,,1
miguelon_1992,jpjaramillo25,Directed,7888,,,1
miguelon_1992,GKecuador,Directed,7889,,,1
miguelon_1992,ecuadorverifica,Directed,7890,,,1
miguelon_1992,ramiroaguilart,Directed,7892,,,1
miguelon_1992,CarlosVerareal,Directed,7893,,,1
miguelon_1992,wilfridolaz,Directed,7895,,,2
miguelon_1992,SDegreace,Directed,7897,,,1
miguelon_1992,marcelaguinaga,Directed,7898,,,1
miguelon_1992,juanfervelasco,Directed,7900,,,1
DotinSeven,RebecaMorla,Directed,7901,,,1
DotinSeven,Guayaco__2020,Directed,7902,,,1
DotinSeven,MaJosefaCoronel,Directed,7903,,,1
ale_2002,maemily10,Directed,7904,,,1
jose_sislema,solbuendia,Directed,7905,,,1
jose_sislema,ecuarauz,Directed,7906,,,1
jose_sislema,marcelaguinaga,Directed,7907,,,1
Cristianoloor,JustefytaLover,Directed,7908,,,1
Cristianoloor,paar8803,Directed,7909,,,1
Cristianoloor,MashiRafael,Directed,7910,,,1
RicardoMirand33,IsmaelUlloaEc,Directed,7911,,,1
_arroyavee,Expresoec,Directed,7912,,,1
_arroyavee,RebecaMorla,Directed,7913,,,1
_arroyavee,SaraEspana,Directed,7914,,,1
_arroyavee,el_telegrafo,Directed,7915,,,1
jairitolucio,ecuarauz,Directed,7916,,,1
andydufresne_sl,VamosGuillermo,Directed,7917,,,1
andydufresne_sl,GilbertTamez,Directed,7918,,,1
andydufresne_sl,SimnLira1,Directed,7919,,,1
andydufresne_sl,FreedomJOG,Directed,7920,,,1
andydufresne_sl,ecuarauz,Directed,7921,,,1
andydufresne_sl,rabascallcarlos,Directed,7922,,,1
andydufresne_sl,pepogp95,Directed,7923,,,1
andydufresne_sl,LaPosta_Ecu,Directed,7924,,,1
andydufresne_sl,renataxxlove,Directed,7925,,,1
andydufresne_sl,andyavilaLl,Directed,7926,,,1
flor_jefferson,AXEA65,Directed,7927,,,1
flor_jefferson,ecuarauz,Directed,7928,,,3
flor_jefferson,SDegreace,Directed,7929,,,1
flor_jefferson,EmilyVeraA_,Directed,7930,,,1
flor_jefferson,MashiRafael,Directed,7931,,,1
flor_jefferson,ChrisGFA,Directed,7934,,,1
flor_jefferson,marcelaguinaga,Directed,7935,,,1
cxm0123,paulitagran,Directed,7936,,,1
cxm0123,kchfm_radio,Directed,7937,,,1
cxm0123,ecuadorprensaec,Directed,7938,,,1
ceiwt2,artumoscoso,Directed,7939,,,1
DavichoSP,ecuarauz,Directed,7940,,,1
cynthia23_98,xhervas,Directed,7941,,,1
La_chica_velcro,LaPao_delaVega,Directed,7942,,,1
La_chica_velcro,EstebanOrtizMD,Directed,7943,,,1
Solangegpr,MemeBipoIar,Directed,7944,,,1
bolita8496,chamorro_cindhy,Directed,7945,,,1
HicEtNunc1989,EReinosoN,Directed,7946,,,1
HicEtNunc1989,VotoFamilia,Directed,7947,,,1
HicEtNunc1989,ghidalgoandrade,Directed,7948,,,2
HicEtNunc1989,Gabriellnova,Directed,7949,,,1
HicEtNunc1989,artumoscoso,Directed,7950,,,7
HicEtNunc1989,Belliiisima89,Directed,7951,,,1
HicEtNunc1989,mariasolborja,Directed,7953,,,2
HicEtNunc1989,Monchiito_,Directed,7957,,,1
HicEtNunc1989,KarliiRR,Directed,7958,,,1
HicEtNunc1989,AndresVergara,Directed,7959,,,2
HicEtNunc1989,GKecuador,Directed,7963,,,1
HicEtNunc1989,AlbertoAlexader,Directed,7964,,,1
HicEtNunc1989,mariemolia,Directed,7967,,,1
HicEtNunc1989,diegosalgadorib,Directed,7968,,,1
HicEtNunc1989,LassoGuillermo,Directed,7969,,,1
HicEtNunc1989,xhervas,Directed,7970,,,1
HicEtNunc1989,cnegobec,Directed,7971,,,1
LAP93207146,magrazziaacosta,Directed,7972,,,1
LAP93207146,MaJosefaCoronel,Directed,7973,,,1
Divega7,xhervas,Directed,7974,,,1
XalejoMon1,ecuarauz,Directed,7975,,,1
XalejoMon1,MashiRafael,Directed,7976,,,1
macias_margarit,sybelmartinez,Directed,7977,,,1
macias_margarit,xhervas,Directed,7978,,,2
Mayttebo21,ramiroaguilart,Directed,7980,,,1
Mayttebo21,AlmaMiaEcu,Directed,7981,,,3
Mayttebo21,juanfervelasco,Directed,7984,,,1
Mayttebo21,FrankSamaniegoM,Directed,7985,,,1
Mayttebo21,KinttoLucas,Directed,7986,,,2
Mayttebo21,solbuendia,Directed,7987,,,2
Mayttebo21,ecuarauz,Directed,7988,,,17
Mayttebo21,GabrielaEsPais,Directed,7989,,,1
Mayttebo21,ArauzRabascall,Directed,7995,,,1
Mayttebo21,marielamona70,Directed,7996,,,1
Mayttebo21,kolectiVOZ,Directed,7997,,,1
Mayttebo21,JCPC_89,Directed,8000,,,1
Mayttebo21,jpjaramillo25,Directed,8002,,,2
Mayttebo21,lebana_14,Directed,8006,,,1
Mayttebo21,maxlascano,Directed,8007,,,1
Mayttebo21,PaolaCabezasC,Directed,8009,,,1
Mayttebo21,mariemolia,Directed,8010,,,1
Mayttebo21,LuisaMaldonadoM,Directed,8018,,,1
Mayttebo21,marcelaguinaga,Directed,8019,,,1
sirob50,ecuarauz,Directed,8020,,,10
sirob50,marcelaguinaga,Directed,8022,,,2
sirob50,CrisRivoluzione,Directed,8024,,,1
sirob50,GabrielaEsPais,Directed,8026,,,2
sirob50,LuisaMaldonadoM,Directed,8032,,,1
sirob50,ArauzRabascall,Directed,8033,,,1
sirob50,marcelaholguin,Directed,8035,,,1
bdebacan,LassoSX,Directed,8038,,,2
bdebacan,LassoGuillermo,Directed,8039,,,2
bdebacan,GKecuador,Directed,8042,,,1
ayleen_ruiz1,janethbeatriz,Directed,8043,,,1
ayleen_ruiz1,ecuarauz,Directed,8044,,,3
ayleen_ruiz1,Adam61925276,Directed,8046,,,1
ayleen_ruiz1,solbuendia,Directed,8047,,,1
ayleen_ruiz1,RutaKritica,Directed,8049,,,1
ayleen_ruiz1,az1_ecuador,Directed,8050,,,1
ayleen_ruiz1,edwinjarrin,Directed,8051,,,1
ayleen_ruiz1,amapolanaranjo,Directed,8052,,,1
ayleen_ruiz1,marcelaguinaga,Directed,8053,,,1
ayleen_ruiz1,MonicaAlemanM,Directed,8054,,,1
ayleen_ruiz1,Sandinin,Directed,8055,,,1
JoviMolinao,luly_alban,Directed,8056,,,1
JoviMolinao,NuriaButina,Directed,8057,,,1
JoviMolinao,ecuarauz,Directed,8058,,,5
JoviMolinao,MashiRafael,Directed,8059,,,1
JoviMolinao,marcelaholguin,Directed,8062,,,1
NenaCarrion31,xhervas,Directed,8065,,,1
daljasa,ACampanaRemache,Directed,8066,,,1
mjormy,ecuadorverifica,Directed,8067,,,7
mjormy,PaulCarrascoC,Directed,8068,,,1
mjormy,cnegobec,Directed,8069,,,2
mjormy,GuillermoCeli,Directed,8071,,,1
mjormy,ecuarauz,Directed,8073,,,1
mjormy,isidroromero_c,Directed,8076,,,2
mjormy,carlossagnay,Directed,8078,,,1
mjormy,yakuperezg,Directed,8082,,,1
mjormy,Melicruza,Directed,8083,,,1
boilershaft2,MaiadelC,Directed,8084,,,1
boilershaft2,soleangusfr,Directed,8085,,,1
boilershaft2,GabrielaEsPais,Directed,8086,,,1
boilershaft2,SDegreace,Directed,8087,,,1
boilershaft2,ecuarauz,Directed,8088,,,10
boilershaft2,AlmaMiaEcu,Directed,8089,,,1
boilershaft2,IsmaelUlloaEc,Directed,8090,,,7
boilershaft2,ramiroaguilart,Directed,8091,,,1
boilershaft2,fabriciovelav,Directed,8092,,,1
boilershaft2,TMT30_,Directed,8093,,,1
boilershaft2,literatango,Directed,8094,,,1
boilershaft2,CrisRoseroR,Directed,8095,,,1
boilershaft2,alexismoncayo,Directed,8096,,,1
boilershaft2,JacoboG_Ecu,Directed,8097,,,1
boilershaft2,wilfridolaz,Directed,8098,,,2
